data_structure,N,runs,cycles,instructions,ipc,cache_misses,branches,branch_misses,L1_misses,TLB_misses
AoS,472323,315,1051614698,1064234666,1.01,58306588,153651156,43371,56361652,890419
AoS,689528,300,1472700634,1488048769,1.01,85111062,212317747,51169,78044688,1237726
AoS,904310,289,1848963390,1882509817,1.02,107530978,270119896,58013,99122032,1566675
AoS,2263636,34,676901237,639538255,0.94,37441585,92414711,56076,29968035,472352
AoS,4515101,26,970644455,1031380221,1.06,52483703,149369676,74464,46271356,732707
AoS,6775976,32,1716265755,1833491518,1.07,95973641,264944414,95072,84858309,1333730
AoS,10000000,3,530755305,661999524,1.25,18629642,98422478,98008,15908858,241997
SoA,974,272,2662533,2742768,1.03,27281,434069,7437,8132,<notcounted>
SoA,2433,318,5382193,6069142,1.13,30342,965827,7105,10372,<notcounted>
SoA,5343,276,9378327,10180539,1.09,38925,1685785,7635,14183,196
SoA,8185,278,13646394,16554227,1.21,35246,2504259,7356,10810,191
SoA,10651,275,17691484,21526792,1.22,50938,3081413,8952,207640,118
SoA,23174,272,36631421,45931387,1.25,63990,6654303,10169,419577,204
SoA,54918,315,98107838,124653949,1.27,179868,18168420,13794,1121716,278
SoA,72582,275,113959390,143683362,1.26,186184,20690014,13781,1311155,417
SoA,101551,325,185241244,236149715,1.27,288716,34106342,17609,2180195,1333
SoA,257503,321,471986694,594817233,1.26,1838410,84768356,26307,5467069,7959
SoA,472323,310,834863527,1051280230,1.26,4590931,150724299,38809,9602938,42695
SoA,689528,326,1283596734,1606850566,1.25,10372249,231599711,48802,14709728,80798
SoA,904310,286,1497907405,1857684851,1.24,15810985,266278529,53139,16928020,109725
SoA,2263636,28,437560886,547024427,1.25,7420336,77685173,38367,5364194,77805
SoA,4515101,34,1026317713,1276529542,1.24,17795221,183367440,66440,12411907,185504
SoA,6775976,25,1195603724,1488394546,1.24,20814027,216477433,84015,14749222,214632
SoA,10000000,2,435437445,588273478,1.35,7862845,89219091,88323,7061062,89763
BST,974,312,2707963,2968333,1.10,24899,466264,7059,<notcounted>,<notcounted>
BST,2433,275,4738152,5538809,1.17,25429,833857,6542,2336,<notcounted>
BST,5343,314,10182012,12437070,1.22,23890,1863991,7197,13648,217
BST,8185,322,15510223,19012610,1.23,56564,2820375,7738,14281,89
BST,10651,323,20312482,25115337,1.24,48674,3592814,8891,230911,88
BST,23174,295,39292816,49174087,1.25,64044,7049402,11095,450531,371
BST,54918,285,87481477,111165175,1.27,96251,16167650,11463,1006688,1636
BST,72582,273,110759631,139825511,1.26,128936,20406500,13771,1275217,2200
BST,101551,312,178245166,225142660,1.26,218455,32215074,16601,2024595,3719
BST,257503,310,447982295,563715929,1.26,1553332,81075264,26527,5098101,20558
BST,472323,323,862456844,1077704813,1.25,6050853,154752114,34636,9710526,31863
BST,689528,324,1269073464,1574436823,1.24,14286329,226749344,45558,14235367,90006
BST,904310,285,1479275970,1823564521,1.23,21259929,261690830,50152,16433493,74970
BST,2263636,34,457212499,560418711,1.23,7831620,82549086,25812,5081941,79234
BST,4515101,26,699482948,867776121,1.24,12154842,127275778,34907,7806775,124449
BST,6775976,27,1094096132,1353306153,1.24,18909159,198364242,40443,12146546,191679
BST,10000000,3,231495121,314137373,1.36,3895438,50123919,30595,2680968,44129
Vector,974,305,2844142,2967047,1.04,25554,467657,7718,3255,<notcounted>
Vector,2433,314,5200530,6251739,1.20,28801,936931,6756,2591,<notcounted>
Vector,5343,307,9578015,11837616,1.24,29151,1829756,7033,6099,179
Vector,8185,291,14136992,17255329,1.22,50319,2564805,7753,19885,78
Vector,10651,329,20741035,25497632,1.23,50241,3677677,10495,232966,113
Vector,23174,295,39628686,48819288,1.23,74610,7042564,12093,458370,258
Vector,54918,282,86968943,110579977,1.27,119948,15877065,13235,1000318,294
Vector,72582,296,121323566,152941368,1.26,138828,21930985,15942,1399135,1959
Vector,101551,284,161946826,204605680,1.26,174557,29505413,16378,1854444,2480
Vector,257503,303,436342884,553622157,1.27,1335153,79178193,19801,4997433,3116
Vector,472323,275,733682663,920779788,1.26,4302903,131831149,30491,8302226,10217
Vector,689528,305,1191569627,1486699216,1.25,11030604,213659570,43600,13445129,42373
Vector,904310,292,1509894153,1871166846,1.24,15640490,268558513,50377,16825892,40311
Vector,2263636,30,416564644,513677696,1.23,6925194,75823335,20925,4654638,71724
Vector,4515101,25,701347887,870946912,1.24,12087732,126694703,33409,7810193,123596
Vector,6775976,31,1291290600,1593698171,1.23,22406282,231395321,50741,14294443,225523
Vector,10000000,3,288803468,378331695,1.31,4848190,60233295,28472,3330016,54370
Deque,974,321,2641461,4994642,1.89,28223,488908,7869,10282,<notcounted>
Deque,2433,288,4839925,9653972,1.99,17797,869943,6711,13914,<notcounted>
Deque,5343,308,9537946,18137577,1.90,51227,1875361,7998,47553,400
Deque,8185,302,12965773,30979590,2.39,60764,2656947,8052,58683,334
Deque,10651,302,16082028,41977708,2.61,42282,3296293,9710,219466,30
Deque,23174,317,35577783,94498086,2.66,61507,7519563,10028,500963,394
Deque,54918,294,75406088,210219469,2.79,79964,16664675,11813,1058370,515
Deque,72582,299,102803323,288503438,2.81,126460,22265596,11901,1394781,235
Deque,101551,276,131998652,368708257,2.79,228904,28708349,13184,1825786,373
Deque,257503,294,358807464,989688256,2.76,1218835,76782280,19853,4929098,1348
Deque,472323,322,722460206,1983331155,2.75,4666523,154179359,30013,9860765,9201
Deque,689528,316,1037221268,2844022820,2.74,8964788,220567779,32812,14125963,9171
Deque,904310,301,1342358488,3571499631,2.66,18352489,276043327,52639,17670325,84031
Deque,2263636,34,393235285,1066094694,2.71,7767571,83657045,24620,5445115,84315
Deque,4515101,31,721999599,1959888948,2.71,15408913,154329539,29762,9863473,160485
Deque,6775976,27,951869390,2578117155,2.71,20397273,202601751,38939,13171728,199853
Deque,10000000,4,309518864,818601924,2.64,7035648,68866069,31159,4646025,63167
Heap,974,275,2627965,2790853,1.06,22576,443475,8147,2836,<notcounted>
Heap,2433,272,4650259,5579605,1.20,19817,843245,7752,2555,<notcounted>
Heap,5343,329,10451683,12494876,1.20,31039,1961640,8859,13734,55
Heap,8185,303,14498651,18115617,1.25,28798,2711373,9960,7743,87
Heap,10651,324,20503922,25116479,1.22,42968,3731081,15682,235655,248
Heap,23174,294,39881927,49711584,1.25,71061,7171882,21427,451714,385
Heap,54918,297,94513171,118877285,1.26,127385,17069162,34530,1054883,135
Heap,72582,308,126672442,159519035,1.26,159513,23384429,42043,1459609,1236
Heap,101551,327,188564024,238443807,1.26,226866,34548192,52993,2139390,1815
Heap,257503,280,419359287,520246358,1.24,1518273,74677352,114269,4630433,6478
Heap,472323,320,865541276,1084003066,1.25,4820889,156974799,198561,9662792,10534
Heap,689528,311,1239704229,1537048021,1.24,11262495,220351521,257664,13741316,33963
Heap,904310,289,1520609143,1872250668,1.23,19047205,270377003,291531,16775514,43701
Heap,2263636,29,451767711,568208050,1.26,7000937,84891369,616322,4656120,72438
Heap,4515101,31,944364962,1188850661,1.26,15175848,178716475,1204860,9886811,155289
Heap,6775976,34,1535011315,1923998879,1.25,25088602,289146940,1834880,16109309,251058
Heap,10000000,3,478710733,659292566,1.38,6076868,114777144,2628154,4175308,63679
HashMap,974,328,3328367,6182214,1.86,29227,1511273,12476,6141,<notcounted>
HashMap,2433,291,10749293,16219314,1.51,46242,5039689,59164,504930,140
HashMap,5343,320,22926845,42104729,1.84,63378,10202993,84013,994442,315
HashMap,8185,303,19491023,40118915,2.06,57893,9820930,79651,1019669,106
HashMap,10651,322,35854453,76798572,2.14,66350,21542045,56002,1988700,159
HashMap,23174,309,87560779,153446509,1.75,209116,40981259,356522,3912752,980
HashMap,54918,298,165519353,301183435,1.82,1045433,80381707,825254,7343110,910
HashMap,72582,319,325594860,597965043,1.84,4199676,167748937,454658,16009323,4088
HashMap,101551,274,307624225,550782973,1.79,3863494,145940938,769107,13654071,10579
HashMap,257503,298,693010927,1272093890,1.84,23354015,317526886,2222113,29717607,163254
HashMap,472323,294,1366859561,2447632414,1.79,74861737,622956222,3360165,59046810,1232114
HashMap,689528,326,3073151121,5076966071,1.65,177500259,1380108359,8417257,130413540,2613589
HashMap,904310,290,2623402984,4766966682,1.82,154588521,1231912054,5737474,116947129,2481724
HashMap,2263636,29,1332625446,1944104567,1.46,72082927,528807676,3102365,52873988,2488878
HashMap,4515101,32,2734194210,4251360380,1.55,153073824,1161548167,2693462,115429652,5074163
HashMap,6775976,28,3135412302,4088106946,1.30,153071969,1033075518,14641619,109034355,6677314
HashMap,10000000,4,1952612096,1948628966,1.00,82453853,451727543,2782483,55456982,7885676
RBTree,974,326,2866897,4506947,1.57,21748,910928,11099,31091,<notcounted>
RBTree,2433,296,7005333,9263186,1.32,34358,1906128,18754,1807641,<notcounted>
RBTree,5343,322,20708777,21686352,1.05,72254,4522832,47880,3425451,230
RBTree,8185,280,27865978,30888002,1.11,41567,5999779,64775,4474437,144
RBTree,10651,276,54075268,36511380,0.68,62871,8459650,89486,5362120,727
RBTree,23174,315,169397851,92125064,0.54,123913,20250157,231710,13115110,1462
RBTree,54918,326,492068846,257032452,0.52,1291120,48307074,601975,27971200,3904
RBTree,72582,304,654339985,322771158,0.49,3748270,63128462,784818,34838871,6904
RBTree,101551,299,1044054874,466192913,0.45,15995005,88337989,1119849,51289294,28977
RBTree,257503,272,6489798015,1288888305,0.20,325998039,225887765,3724156,176160003,49580799
RBTree,472323,282,14013939790,2225724563,0.16,713439014,413025008,7400641,391142676,135207584
RBTree,689528,272,17386448625,2935464433,0.17,999712062,557994717,9907493,552749594,189835852
RBTree,904310,290,27722210930,4020362628,0.15,1430190351,774262722,15468210,776837967,265736128
RBTree,2263636,25,7427564183,2259671441,0.30,350807591,533826376,30772153,197006358,59610704
RBTree,4515101,29,15914465081,4866047902,0.31,816010657,1119464436,66625345,453013657,137170376
RBTree,6775976,27,24083178260,7240315401,0.30,1170694010,1671216440,102603365,645045433,192219968
RBTree,10000000,3,12557399830,7709547308,0.61,333142167,1948271596,157240010,238672211,41340236
BTree,974,292,2643320,3217976,1.22,21590,523520,7254,5791,<notcounted>
BTree,2433,323,5288003,7350451,1.39,18876,1170576,6702,383507,<notcounted>
BTree,5343,297,9798743,13980192,1.43,19179,2196559,6397,740618,<notcounted>
BTree,8185,275,14003118,19071794,1.36,36355,3050352,7216,955026,83
BTree,10651,299,19068549,27380234,1.44,40690,4268366,7010,1413457,192
BTree,23174,313,42338440,62086353,1.47,39514,9539878,9615,3106043,151
BTree,54918,272,95297091,128441859,1.35,621790,19169839,14188,6430503,402
BTree,72582,270,113755112,168302466,1.48,171881,25336973,13182,8227131,408
BTree,101551,299,176800983,258877276,1.46,400588,38981381,13214,12663059,3079
BTree,257503,278,485375754,604082047,1.24,14536007,93139257,17785,29543722,429448
BTree,472323,316,1066449269,1261973315,1.18,57358481,192281711,25146,61440480,1000213
BTree,689528,323,1601020849,1880129177,1.17,98071629,286721944,32374,91794953,1487631
BTree,904310,320,2075049421,2442361964,1.18,130088042,372966151,38969,118940864,1931460
BTree,2263636,28,539523915,655942309,1.22,32176406,103164098,33656,27006813,441362
BTree,4515101,32,1209831034,1455182377,1.20,73742233,228105804,59971,61239505,1003489
BTree,6775976,28,1613216606,1957995987,1.21,97750520,308370673,83887,81166953,1322049
BTree,10000000,2,519606364,742710286,1.43,15434402,128330299,103513,13019574,215148
CircularBuffer,974,312,6611959,7221069,1.09,19233,787964,7857,5940,<notcounted>
CircularBuffer,2433,317,15278192,17393208,1.14,27785,1713970,6667,2506,63
CircularBuffer,5343,327,33924898,40768396,1.20,39093,3723114,9343,21335,194
CircularBuffer,8185,285,44029914,52864244,1.20,31427,4907402,8688,18946,116
CircularBuffer,10651,284,56803870,67940435,1.20,27581,6280314,10101,392990,59
CircularBuffer,23174,272,115957107,139835605,1.21,37679,12979970,10692,810175,58
CircularBuffer,54918,295,296121243,359699468,1.21,46189,32920119,13015,2075490,358
CircularBuffer,72582,316,418120475,508874168,1.22,42989,46719012,14999,2920827,287
CircularBuffer,101551,285,532684732,641775506,1.20,153031,58700325,15172,3709943,866
CircularBuffer,257503,272,1277230558,1553630133,1.22,347735,141958302,21694,8921023,1939
CircularBuffer,472323,272,2350647078,2846759108,1.21,1804513,260176397,33158,16342704,2331
CircularBuffer,689528,295,3728599345,4509228798,1.21,5591269,411484568,41352,25874325,11222
CircularBuffer,904310,299,4996684663,5995781866,1.20,17216541,547048052,53821,34422875,42118
CircularBuffer,2263636,31,1370948120,1617404902,1.18,12753727,151285525,28305,9399417,139825
CircularBuffer,4515101,34,2998091634,3529778787,1.18,30554069,325966929,42545,20444326,316772
CircularBuffer,6775976,29,3871017564,4557535534,1.18,41072962,422218043,56080,26308652,410282
CircularBuffer,10000000,4,996630426,1202365264,1.21,10919937,120071120,33537,7121724,110168
SkipList,974,286,7449057,3572207,0.48,23042,618207,14651,351200,<notcounted>
SkipList,2433,310,25981348,8506710,0.33,38233,1557321,33237,930673,65
SkipList,5343,327,96202008,18172385,0.19,194776,3319150,63602,2051131,947
SkipList,8185,271,126609492,22059157,0.17,272029,4431563,91941,2619868,945
SkipList,10651,305,175185823,30065897,0.17,132667,6206021,120500,3715357,313
SkipList,23174,279,357980843,61853025,0.17,1898476,11268761,249536,7579742,1911
SkipList,54918,312,2686854098,169744387,0.06,52704600,30958195,612343,36113617,9796652
SkipList,72582,319,4550533101,233472043,0.05,103705734,42136527,824090,64671474,20603254
SkipList,101551,283,5645113382,300201373,0.05,159846985,53952088,1113616,91185475,28863852
SkipList,257503,282,16060065516,770763545,0.05,440672818,138628188,3109003,235983833,73926719
SkipList,472323,320,35819931057,1594053698,0.04,949179719,283373151,5915673,493003197,154642548
SkipList,689528,303,58061506596,2674302721,0.05,1430476593,489907442,10985236,698675626,216035711
SkipList,904310,329,81113334043,3586988564,0.04,2064935166,647134367,14403360,992541212,307388798
SkipList,2263636,34,32304128956,2670884767,0.08,859031413,665369253,29595746,514334963,109476531
SkipList,4515101,34,81008976062,6026302759,0.07,2119396285,1547452003,61097981,1286891964,249350674
SkipList,6775976,32,136326911410,9984949666,0.07,3497119602,2631304414,93379789,2248872107,392785279
SkipList,10000000,2,141818321153,14271782713,0.10,3464829818,4140131116,140857247,3022041621,322997933
SlabList,974,329,2689371,3097889,1.15,17069,484507,6523,1359,<notcounted>
SlabList,2433,320,5171794,6220109,1.20,18903,951696,8010,2189,<notcounted>
SlabList,5343,306,9715525,12118064,1.25,25962,1834840,9111,5091,54
SlabList,8185,297,14354803,17899117,1.25,35943,2625161,13128,37734,7
SlabList,10651,300,19766736,24465667,1.24,25757,3421204,12640,219130,174
SlabList,23174,288,41090990,48300562,1.18,29046,6809540,18535,459356,29
SlabList,54918,274,94644985,108577175,1.15,72874,15143771,32341,1016145,173
SlabList,72582,277,123769608,153040804,1.24,71377,20176341,38627,1285215,516
SlabList,101551,291,181048116,205369072,1.13,185468,29536284,53871,2060177,1702
SlabList,257503,276,432632708,508352285,1.18,829211,70742136,109754,4662330,3006
SlabList,472323,292,829104165,974808326,1.18,3004434,144867914,187918,9029754,8818
SlabList,689528,299,1161364283,1463033348,1.26,4912841,212275013,244921,13260225,17238
SlabList,904310,283,1463972612,1837680000,1.26,10497278,260333939,314997,16447910,34100
SlabList,2263636,34,447084285,575081468,1.29,7590297,84101859,98296,5150150,77736
SlabList,4515101,32,842697926,1085230852,1.29,14935004,158540442,193534,9701010,151535
SlabList,6775976,33,1422586065,1701868084,1.20,23550061,245116972,353686,15302234,241920
SlabList,10000000,4,314544361,444902199,1.41,4986915,67257446,107753,3435800,53820
Trie,974,316,233675428,270475923,1.16,363864,79261169,3972416,5101661,2552
Trie,2433,282,512842172,580661144,1.13,1004964,164600037,8627365,11821859,11280
Trie,5343,321,1297556427,1442310025,1.11,11243062,391275729,19833940,27246817,42792
Trie,8185,282,1724211196,1875576112,1.09,32417100,500832769,25252186,35125568,243705
Trie,10651,300,2450650285,2552691564,1.04,56922780,680464808,34001472,48085112,692889
Trie,23174,323,5845359606,5805954505,0.99,179123928,1534875469,72608522,110910029,4401822
Trie,54918,275,13694921925,11657827527,0.85,606952686,3061742640,138365617,227596821,18013129
Trie,72582,276,18809147884,15174987171,0.81,886336361,3977222007,180129406,301691075,23973986
Trie,101551,329,31748632529,24385077375,0.77,1522630334,6339711211,300040950,485986011,39456760
Trie,257503,325,77853794648,57335512847,0.74,3878596090,14681870438,666411446,1161255743,98157805
Trie,472323,318,144020231562,101152414681,0.70,7113884943,25749839347,1161750858,2066399538,175981063
Trie,689528,321,201237941578,148048654839,0.74,10289272625,37646496938,1666082696,3021917948,257341255
Trie,904310,290,236048605519,174509850538,0.74,12261976252,44316746339,1930688588,3574752573,305146800
Trie,2263636,31,53878773510,36688172925,0.68,2996060493,9809160806,451682168,885088599,80804518
Trie,4515101,27,87316443733,54874554143,0.63,4993549334,15265526415,662341607,1474365425,139775053
Trie,6775976,25,115996711126,72344601106,0.62,6827107109,20396682502,857886689,2012721474,194799502
Trie,10000000,3,33116720988,23667893051,0.71,1421652677,5733644828,152479893,485562047,41564199
vEBTree,974,307,14373304,20154037,1.40,113911,3687213,34962,654276,1509
vEBTree,2433,322,65200331,83841824,1.29,584331,16968419,179017,3482225,2931
vEBTree,5343,280,132893473,180851763,1.36,3762337,34712717,445115,6931128,9447
vEBTree,8185,282,149205096,214951676,1.44,4625172,36141820,367479,6902843,24789
vEBTree,10651,287,415797354,421761945,1.01,25566845,66880942,1040766,15592562,159436
vEBTree,23174,313,1065729064,977737569,0.92,74090514,155521198,1602599,36094790,883235
vEBTree,54918,305,2214491757,2143513956,0.97,142874638,340558682,2374787,77348915,1781867
vEBTree,72582,303,3426628818,3000294748,0.88,252125061,490232421,3994735,113562417,3433598
vEBTree,101551,299,3531789461,3970775274,1.12,267290166,632740513,4010970,145739510,3427244
vEBTree,257503,313,7652267605,9214491136,1.20,567288008,1486200710,13214855,307882697,6970744
vEBTree,472323,326,14311550618,17165822140,1.20,1189498906,2801373706,39042978,601568697,14710817
vEBTree,689528,278,25549783404,26001027065,1.02,2014081581,4379208556,33653742,964674641,25139012
vEBTree,904310,299,28209539754,31731146030,1.12,2185258641,5220800764,52394421,1103640178,27577248
vEBTree,2263636,27,13657241619,15872003563,1.16,846956867,2888203039,22150104,356505658,17088515
vEBTree,4515101,29,30917290533,33374248547,1.08,1815992799,6113933673,59145658,784287007,35455549
vEBTree,6775976,34,36219312991,41220894059,1.14,2181930695,7359586353,60967268,1049324678,46897857
vEBTree,10000000,3,32012152647,41093405169,1.28,919786948,7298472230,25336112,417500681,42615987
