data_structure,N,runs,cycles,instructions,ipc,cache_misses,branches,branch_misses,L1_misses,TLB_misses
Deque,10000000,10,601722229,1603796965,2.67,13122227,129508730,41303,8447174,135853
Heap,1000,10,1081588,935636,0.87,14739,176181,6611,<notcounted>,<notcounted>
Heap,10000,10,2194746,2010630,0.92,32734,348619,10479,16493,<notcounted>
Heap,100000,10,10535636,11976411,1.14,50022,2012938,35773,111921,877
Heap,1000000,10,88707173,115879948,1.31,1300929,18455439,253076,866780,5451
Heap,10000000,10,989954702,1158575728,1.17,13202721,184240691,2642593,10035540,135752
HashMap,1000,10,1101354,1020711,0.93,17517,206193,6102,<notcounted>,<notcounted>
HashMap,10000,10,2697668,4089432,1.52,23524,982938,8400,101509,<notcounted>
HashMap,100000,10,18946535,28982110,1.53,189629,5753872,69577,699476,689
HashMap,1000000,10,171374267,228364068,1.33,8073388,54021451,85560,6258348,824103
HashMap,10000000,10,2617664575,3332339031,1.27,129858144,844060413,6536423,94131303,8692956
RBTree,1000,10,1308251,1391559,1.06,17117,291043,10094,<notcounted>,<notcounted>
RBTree,10000,10,4206785,6350301,1.51,34371,1663785,49100,258950,419
RBTree,100000,10,77588179,69021822,0.89,561969,18102059,679229,2478015,4322
RBTree,1000000,10,2060154028,807598755,0.39,71311368,192368006,11624296,41524417,10673278
RBTree,10000000,10,20923947160,8714650716,0.42,774185557,2106368595,158036507,453898882,112748881
BTree,1000,10,904491,1007441,1.11,30065,188934,6491,14186,<notcounted>
BTree,10000,10,2080691,2246529,1.08,35155,389623,6795,<notcounted>,<notcounted>
BTree,100000,10,12210406,14547461,1.19,319564,2507385,9042,508960,232
BTree,1000000,10,121793180,141863550,1.16,5750604,22887697,22096,4537549,74838
BTree,10000000,10,1249722571,1404095303,1.12,59305481,239922190,151846,45319486,697782
CircularBuffer,1000,10,1241940,1075423,0.87,22566,182672,6130,<notcounted>,<notcounted>
CircularBuffer,10000,10,3213998,3336672,1.04,29046,396428,6251,20277,<notcounted>
CircularBuffer,100000,10,24458300,27059570,1.11,88395,2615303,11954,148795,298
CircularBuffer,1000000,10,254561304,247440621,0.97,2310773,26277726,21285,1538780,13826
CircularBuffer,10000000,10,2416710818,2601717403,1.08,24551316,245370256,157686,14941980,242241
SkipList,1000,10,1852045,1526189,0.82,26230,344300,13312,43706,<notcounted>
SkipList,10000,10,15898330,8117508,0.51,99519,2839800,90845,464481,410
SkipList,100000,10,403567009,78496855,0.19,10543315,21450158,1048509,8746584,1180503
SkipList,1000000,10,5708490672,821994565,0.14,179412615,221447801,12123970,121463467,19000413
SkipList,10000000,10,167831342908,14055807943,0.08,4082652348,4053276854,137517857,3269272272,402971292
SlabList,1000,10,1103531,907348,0.82,23300,171497,6085,<notcounted>,<notcounted>
SlabList,10000,10,1776452,1726171,0.97,24156,298079,6734,21238,<notcounted>
SlabList,100000,10,7445407,9494839,1.28,54522,1455865,8650,87341,1601
SlabList,1000000,10,68033233,84662356,1.24,1060344,13328766,25492,816476,4226
SlabList,10000000,10,637521903,844259525,1.32,11021904,128822547,143203,7314541,110255
Trie,1000,10,12060088,12196479,1.01,100959,3008885,133392,207790,1417
Trie,10000,10,102434832,97234585,0.95,2233825,24996261,1036234,1691217,27507
Trie,100000,10,1175373894,890004019,0.76,46925316,222542565,9047579,16008063,1211356
Trie,1000000,10,10875266571,8082763579,0.74,491319987,1967131565,73005286,150661367,11851007
Trie,10000000,10,77760783803,48518039530,0.62,4132862454,13147220268,490746948,1267617585,118438949
vEBTree,1000,10,2638449,3870778,1.47,31389,699736,10445,21227,<notcounted>
vEBTree,10000,10,51033977,55338192,1.08,1503539,8234544,55181,737917,13055
vEBTree,100000,10,371396324,428609924,1.15,12275138,76532720,338708,7258872,285563
vEBTree,1000000,10,3644953574,3617924459,0.99,122384781,607199019,2551751,58956920,4414019
vEBTree,10000000,10,43706972781,49023570007,1.12,1685978927,8751732016,43081886,746536231,51196807
