Run_Timestamp,Data_Structure,Elements,Time_ns,Clock_Cycles
1775114613,Matrix_Col_Major,1000000,1461500,3083589
1775114613,AoS_Sum,5000000,8879100,18743254
1775114613,SoA_Sum,5000000,6672700,14086117
1775114613,Array_Queue,5000000,15613200,32969705
1775114613,LinkedList_Queue,5000000,185809400,392422944
1775114613,BST_Random_Search,5000000,1730928500,3655711222
1775114613,HashTable_Linear_Search,5000000,36201700,76448336
1775114613,Matrix_Row_Major,5004169,6901400,14568571
1775114613,Matrix_Col_Major,5004169,14628500,30889962

