data_structure,N,runs,cycles,instructions,ipc,cache_misses,branches,branch_misses,L1_misses,TLB_misses
SoA,4519202,28,890337495,1088291632,1.22,15349530,157495972,74188,10843359,153853
SoA,6761448,33,1510884370,1865400929,1.23,26105246,269797597,103213,18364139,268542
SoA,10000000,2,446692129,581970293,1.30,7880323,89061425,94465,7232912,78355
BST,1053,284,2739413,2935431,1.07,30226,461425,7217,2593,<notcounted>
BST,2516,307,5704434,6334467,1.11,36783,942790,6911,5829,<notcounted>
BST,4906,299,9097308,10460329,1.15,30648,1651473,7792,15588,381
BST,7968,289,14216028,15978857,1.12,35519,2457389,7626,151276,284
BST,9021,303,16690788,19631967,1.18,39024,2883163,7601,170653,276
BST,25949,294,44046214,54880242,1.25,58284,7744864,9958,500797,172
BST,46319,311,81333064,103416374,1.27,90091,14716001,13056,930621,246
BST,69772,307,119294000,151589410,1.27,117332,21865118,15133,1379951,849
BST,98137,295,162713300,205180377,1.26,455960,29534672,15377,1859279,1542
BST,225312,292,375254361,465817114,1.24,2462615,66962051,26532,4224976,9667
BST,482431,282,778044489,963258140,1.24,7294197,137798266,37180,8682281,24091
BST,690205,278,1099778138,1358569350,1.24,14045598,194820174,49329,12235535,46335
BST,921112,297,1579435966,1936339238,1.23,22848344,276863713,58286,17455958,55065
BST,2269371,25,342267012,422074587,1.23,5681285,62011701,24082,3790680,58786
BST,4519202,34,916529536,1129714084,1.23,15887041,163521482,46260,10131788,161619
BST,6761448,28,1126303063,1394418309,1.24,19609162,204942243,57889,12585219,202132
BST,10000000,3,227042481,315907748,1.39,3861704,50086342,26659,2684991,39893
Vector,1053,302,2841380,3143458,1.11,23580,494291,7526,9295,<notcounted>
Vector,2516,270,4762542,5633759,1.18,27490,847408,6599,2070,<notcounted>
Vector,4906,324,9793708,11452548,1.17,42875,1789908,7317,5388,64
Vector,7968,288,14450877,16037294,1.11,50912,2460120,8623,167280,289
Vector,9021,306,16480990,20171153,1.22,45036,2963629,8248,162807,107
Vector,25949,312,46247387,58214114,1.26,57858,8385348,11178,525439,100
Vector,46319,280,72896454,92890453,1.27,84501,13377833,12720,841020,563
Vector,69772,314,123104337,156161849,1.27,114463,22276343,14431,1415158,326
Vector,98137,318,174054916,221426130,1.27,176256,31748101,14435,2005991,465
Vector,225312,311,395720997,498237620,1.26,2094517,71289086,22473,4480896,3387
Vector,482431,306,844626014,1047700795,1.24,8844825,150048411,40957,9468242,34557
Vector,690205,320,1260222956,1563974413,1.24,13441106,224193989,41777,14133984,40009
Vector,921112,316,1674793908,2064823071,1.23,22397415,295648984,61773,18569654,100197
Vector,2269371,31,437415100,532995366,1.22,7286425,77364101,31988,4805874,76038
Vector,4519202,32,892070533,1101338136,1.23,15444490,158490224,49732,9868167,156725
Vector,6761448,28,1171382772,1447554218,1.24,20281742,211372025,55471,13007540,205308
Vector,10000000,4,348291381,447313021,1.28,5923832,70974275,35426,3972780,59690
Deque,1053,291,2538075,4852418,1.91,25630,470536,7230,2620,<notcounted>
Deque,2516,275,4492348,9916311,2.21,31636,862682,7038,4347,<notcounted>
Deque,4906,325,11350205,17982974,1.58,78675,1763128,7980,79947,209
Deque,7968,303,12078724,29661983,2.46,59674,2624752,8147,31951,162
Deque,9021,313,5012806,34336733,6.85,35877,3034400,8186,160640,227
Deque,25949,291,36345128,98196166,2.70,43737,7741523,9083,506702,261
Deque,46319,302,66453891,183650407,2.76,67982,14250214,11170,919108,280
Deque,69772,293,95247059,267428500,2.81,94883,20961371,12171,1330201,368
Deque,98137,292,134871955,374598068,2.78,214513,29008593,12861,1868157,192
Deque,225312,312,370245967,925176917,2.50,2144544,71385973,23495,4586957,6398
Deque,482431,279,694018177,1765788932,2.54,7636228,136400240,33104,8780509,26118
Deque,690205,323,1098864977,2932490866,2.67,11346732,226384269,45622,14413355,44190
Deque,921112,307,1359637504,3706511421,2.73,18743303,287750457,49939,18272061,62663
Deque,2269371,30,371142684,953195293,2.57,7093632,75185544,23436,4875725,74990
Deque,4519202,30,716607505,1916405693,2.67,15099157,149999107,38840,9607946,156633
Deque,6761448,25,926130246,2411808456,2.60,19071246,189232023,42217,12176547,187208
Deque,10000000,4,310754441,808366221,2.60,7022984,69261681,34005,4723724,76697
Heap,1053,289,2711939,3001494,1.11,22490,472030,7614,<notcounted>,<notcounted>
Heap,2516,276,4547528,5443473,1.20,28634,878000,8032,16202,<notcounted>
Heap,4906,287,9122408,10754745,1.18,36431,1633078,9728,33154,195
Heap,7968,307,15388875,17488620,1.14,51766,2684537,10420,168305,383
Heap,9021,271,14111122,17527636,1.24,59915,2636972,15644,159395,151
Heap,25949,297,44372693,56353312,1.27,58666,8164738,22185,510014,201
Heap,46319,322,84601722,107644880,1.27,133949,15597752,32815,970310,166
Heap,69772,289,113974060,145903122,1.28,104281,21152329,40053,1316721,376
Heap,98137,279,155834261,198101315,1.27,387643,28714524,52180,1771755,1180
Heap,225312,299,384837313,483700872,1.26,2498207,70174583,108325,4364569,5720
Heap,482431,323,889413842,1117112737,1.26,8639479,161490001,223106,10026217,46247
Heap,690205,270,1074478788,1341433459,1.25,15790780,193556299,217284,12054040,101380
Heap,921112,289,1532532102,1914733519,1.25,23197221,276110162,326818,17163039,80627
Heap,2269371,32,489897127,613570455,1.25,8080982,92314431,625075,5194134,79319
Heap,4519202,27,824009338,1064262837,1.29,13609284,161062405,1233576,8795616,137181
Heap,6761448,29,1313247979,1680181934,1.28,21794362,254853486,1799366,14039805,218770
Heap,10000000,4,521565077,734278144,1.41,7038965,125063550,2563621,4771015,71012
HashMap,1053,308,11898185,9638001,0.81,50567,2691560,61687,260701,248
HashMap,2516,270,7932073,14526641,1.83,34769,4641240,27394,435816,78
HashMap,4906,280,17132334,33030820,1.93,70245,9235400,52163,911086,115
HashMap,7968,320,19446405,42575523,2.19,53673,10281422,41632,1056941,110
HashMap,9021,321,42874982,74283201,1.73,65080,21749267,177737,2117710,1091
HashMap,25949,273,86345513,136820928,1.58,157498,37116549,220474,3362405,1976
HashMap,46319,288,164039906,283610488,1.73,2087283,75887658,451599,7287870,6742
HashMap,69772,301,404983626,576711097,1.42,10128429,160639380,1518690,14777111,27367
HashMap,98137,323,411742512,649983549,1.58,9243748,170787672,2562547,16055507,17705
HashMap,225312,317,823248988,1308937013,1.59,34030040,336166593,2475757,31656224,325299
HashMap,482431,296,1391391182,2467834804,1.77,77217465,627607578,3533433,59578815,1263815
HashMap,690205,327,3045751794,5074915414,1.67,177865961,1388547451,8423026,131212651,2451411
HashMap,921112,285,3031322155,4708548785,1.55,160081445,1204485915,9843341,115949319,2459113
HashMap,2269371,30,1572893968,2076396244,1.32,78083519,557965648,3390538,53332845,2378551
HashMap,4519202,34,3358361451,4520958304,1.35,164456675,1222742288,2749107,122504406,5646057
HashMap,6761448,33,3638457666,4748122006,1.30,176600549,1199825163,15958520,125026468,6768150
HashMap,10000000,3,2015350142,1642739143,0.82,71313435,386702550,2091556,50530563,8311346
RBTree,1053,272,2942714,4229208,1.44,29149,857070,11569,92753,<notcounted>
RBTree,2516,327,8065716,9102047,1.13,42407,2115863,21463,1842400,75
RBTree,4906,297,17365338,17850496,1.03,75602,3658692,46066,3122152,145
RBTree,7968,329,50257715,31962208,0.64,91680,7260445,72506,5120262,1101
RBTree,9021,326,48941239,34383785,0.70,73797,7520582,95094,5966290,481
RBTree,25949,271,163257828,94732395,0.58,167300,21229266,266157,11369488,1896
RBTree,46319,292,393086596,179134887,0.46,1542599,40378779,484899,22690697,9915
RBTree,69772,282,656892567,285183714,0.43,6003469,59829208,704054,31598548,24245
RBTree,98137,296,1152544987,452891397,0.39,22348078,85119525,1129192,47934353,86910
RBTree,225312,318,6878837805,1276212319,0.19,332177865,221559376,3644944,160886856,35232319
RBTree,482431,322,15515151028,2512934961,0.16,807273829,459642764,7702928,452426124,158268033
RBTree,690205,284,16466075814,3065031318,0.19,1014039610,579157314,9653196,577535485,198456700
RBTree,921112,281,28018456273,3997763089,0.14,1425285048,771853052,16076320,767765077,262300673
RBTree,2269371,33,9951923221,2520175433,0.25,463224127,578895678,31845962,252124700,78165054
RBTree,4519202,30,17693880392,4948129967,0.28,856029155,1141578030,67264558,470245614,141875942
RBTree,6761448,34,30574322642,7971548470,0.26,1474891292,1817807466,105537265,793070165,239798998
RBTree,10000000,3,15247567928,7804499981,0.51,355049108,1973101754,158713691,246934926,40948744
BTree,1053,329,2959756,3736118,1.26,21547,602038,7234,5644,<notcounted>
BTree,2516,294,5107416,7118099,1.39,17148,1109175,6698,382128,<notcounted>
BTree,4906,303,10835216,15196670,1.40,28368,2088335,7220,683094,278
BTree,7968,315,17482829,22680064,1.30,64175,3179932,8475,1114978,201
BTree,9021,301,19763553,23642078,1.20,66556,3309747,12351,1145481,262
BTree,25949,305,51732581,63985225,1.24,170779,11080385,12288,3317650,4914
BTree,46319,321,103500214,133910830,1.29,853312,19101782,19614,6071255,6575
BTree,69772,295,159792946,186075804,1.16,3381335,26212720,25536,8153966,4243
BTree,98137,300,253242958,236637340,0.93,10035740,39611044,27683,12802412,27882
BTree,225312,326,679652363,647057908,0.95,38333793,98061856,69246,29112954,319274
BTree,482431,308,1308494259,1252725180,0.96,74627658,193807663,108075,62235880,1012923
BTree,690205,299,1688914186,1709478629,1.01,97280890,272211488,88943,86503457,1380058
BTree,921112,290,2295008694,2331098942,1.02,139414730,348762661,170905,107870621,1794667
BTree,2269371,27,635292239,624722293,0.98,31516110,97290348,76707,28079690,450405
BTree,4519202,26,1155126569,1232652944,1.07,60693081,194424879,109380,51507916,846980
BTree,6761448,28,1870558425,1970322493,1.05,98113035,299364097,213874,82681386,1430299
BTree,10000000,3,683557434,811442450,1.19,20488049,149204298,129066,17829303,265696
CircularBuffer,1053,292,8382676,7883151,0.94,22041,802290,7035,3337,<notcounted>
CircularBuffer,2516,321,17485692,18405925,1.05,49126,1768548,8090,18682,281
CircularBuffer,4906,315,32143949,34643698,1.08,47153,3505015,10397,38079,355
CircularBuffer,7968,285,48635299,51671091,1.06,51265,4642696,12504,63919,196
CircularBuffer,9021,292,58749486,59758026,1.02,47028,5282165,11929,317624,145
CircularBuffer,25949,303,161752510,174949885,1.08,69161,15683302,17999,1037580,311
CircularBuffer,46319,292,275283925,302574658,1.10,206657,26992401,23348,1770204,607
CircularBuffer,69772,288,486736730,447999785,0.92,1063653,41121512,27085,2628103,8619
CircularBuffer,98137,311,569082455,676609084,1.19,424739,62082526,21520,3912944,2139
CircularBuffer,225312,272,1239152682,1364425231,1.10,2645386,124131155,35077,7905894,12751
CircularBuffer,482431,325,2926996451,3476415191,1.19,8988948,317717358,61148,19993003,26136
CircularBuffer,690205,270,3541964271,4129776427,1.17,15418995,378482390,73120,23869147,42744
CircularBuffer,921112,308,5321940735,6283191690,1.18,28718999,575480831,93144,36241699,87333
CircularBuffer,2269371,34,1525162916,1769991289,1.16,14730747,165684953,34856,10298307,153930
CircularBuffer,4519202,28,2497027625,2938279337,1.18,26204533,271769024,45541,17043564,264914
CircularBuffer,6761448,27,3675550472,4245493083,1.16,38774134,395235613,64846,24594852,380695
CircularBuffer,10000000,2,656433281,763735634,1.16,6933344,78409538,32512,4610029,68106
SkipList,1053,304,6138032,4856734,0.79,23083,682113,15429,357618,312
SkipList,2516,315,29703496,8880616,0.30,38975,1608402,32775,967249,56
SkipList,4906,300,72902538,15686066,0.22,75323,3001297,59086,1861151,166
SkipList,7968,278,117459242,22623233,0.19,99863,4417989,90031,2653094,276
SkipList,9021,283,137939211,26820985,0.19,204806,5042259,103098,2950780,280
SkipList,25949,307,603685868,77275186,0.13,8604096,13572868,240066,9199110,19001
SkipList,46319,316,1683096324,141302179,0.08,30493311,25507527,485490,22205516,3010219
SkipList,69772,306,4101439103,219415719,0.05,92067876,39611595,788004,57989075,18239181
SkipList,98137,321,6919458589,365218327,0.05,191435316,64564728,1289798,100017111,31177807
SkipList,225312,316,17127331030,822266457,0.05,439349015,147291782,3178936,231136096,72710742
SkipList,482431,301,35165628040,1547566662,0.04,925522876,275637408,6060222,476169151,148715914
SkipList,690205,298,54493492790,2482006221,0.05,1394817216,449387125,10138859,685342315,211226956
SkipList,921112,305,78177189337,3461191233,0.04,1971560199,630121721,14470543,943914665,291175449
SkipList,2269371,34,34071096895,2707824011,0.08,877559796,674626188,29971340,518897817,109789928
SkipList,4519202,31,79504464133,6009233249,0.08,2038339095,1555067287,61435572,1253711045,235237547
SkipList,6761448,28,139979933948,9958707906,0.07,3448446660,2635893427,94524619,2166698286,365411868
SkipList,10000000,4,149494246545,13786081156,0.09,3469423274,4033562190,138490010,3061489436,341955450
SlabList,1053,328,3484142,3307996,0.95,31146,515707,6935,5270,<notcounted>
SlabList,2516,300,5543221,6167452,1.11,27716,924314,7491,9674,<notcounted>
SlabList,4906,314,9935174,11381959,1.15,33144,1725088,8798,5124,175
SlabList,7968,274,12893512,16047961,1.24,21052,2373876,8914,40465,318
SlabList,9021,286,15383110,18639810,1.21,53142,2775806,10304,162974,117
SlabList,25949,293,43301891,54428875,1.26,37449,7864860,16979,506168,196
SlabList,46319,278,72124533,92297682,1.28,39836,13260797,23704,836487,191
SlabList,69772,325,125891643,161014528,1.28,43652,23243470,34921,1459631,192
SlabList,98137,274,148693582,191223523,1.29,47520,27606159,38153,1732386,172
SlabList,225312,288,360330657,459668022,1.28,685960,66261224,84489,4175196,3759
SlabList,482431,293,790202543,1005494107,1.27,2355966,143252869,167776,9080282,7238
SlabList,690205,294,1149028185,1438047651,1.25,8402620,206807749,231659,13035376,22267
SlabList,921112,285,1468437173,1859686296,1.27,8239607,267421336,295072,16850673,19932
SlabList,2269371,25,338202734,425365799,1.26,4913684,64878156,76355,3834649,57590
SlabList,4519202,27,729470857,925401789,1.27,12238794,136169977,154016,8188840,126708
SlabList,6761448,33,1327413981,1661039079,1.25,22946402,245344690,268495,14867705,230616
SlabList,10000000,3,232060453,356347642,1.54,3777453,59176723,69374,2723881,38671
Trie,1053,318,227990053,296739050,1.30,202749,80490714,4186836,5566440,546
Trie,2516,290,585567983,630729815,1.08,3181842,172681527,8768893,12081443,25175
Trie,4906,274,1026624286,1147953763,1.12,6397772,305607429,15449972,21290000,40715
Trie,7968,288,1866840460,1862659978,1.00,27459191,498293046,25105834,34892028,184175
Trie,9021,274,2084521348,1991436675,0.96,36750063,530748060,26667004,37531346,366006
Trie,25949,295,6530864527,5916140141,0.91,191288802,1567036299,73620935,113249664,5360636
Trie,46319,326,13458342827,11559515522,0.86,501142935,3049103572,140035537,225461189,17619171
Trie,69772,286,18242766136,15109387655,0.83,794207440,3971369864,178496694,296281071,23598802
Trie,98137,328,29708739181,23376013395,0.79,1362976056,6092240673,286927752,462685915,37823969
Trie,225312,283,58172011937,43826352987,0.75,2860788271,11242690956,509678161,879537252,74164054
Trie,482431,273,123314463833,88377290298,0.72,6018542539,22530782915,1006522356,1794828014,152877868
Trie,690205,302,208080655638,139426830930,0.67,9712159242,35409307501,1570072846,2848185160,242556479
Trie,921112,285,270729757240,175511731227,0.65,12350752800,44513529219,1935321744,3592849873,305445840
Trie,2269371,31,54328769025,36481877395,0.67,2972631601,9778890553,451597051,881195657,80720587
Trie,4519202,25,88677415673,51380554129,0.58,4630398412,14219529318,614213544,1370465119,129744176
Trie,6761448,27,128376679583,76765245009,0.60,7304438147,21758622281,922436771,2157434917,209079005
Trie,10000000,4,41144915740,26959366604,0.66,1805478134,6724727674,199724342,602176806,50728577
vEBTree,1053,296,20169722,32846430,1.63,53990,6137047,70812,1154165,283
vEBTree,2516,321,48937990,89622400,1.83,80671,16622500,182452,3595703,585
vEBTree,4906,289,138424880,180874627,1.31,1968491,36835269,320424,6674223,20785
vEBTree,7968,277,116802218,200082093,1.71,1147087,36559084,320615,6721237,3409
vEBTree,9021,317,325697262,377774002,1.16,13867215,66451095,860565,15765471,54711
vEBTree,25949,325,1081077011,1063934106,0.98,66876084,171800418,1900773,38846837,877401
vEBTree,46319,317,1888850266,1896719288,1.00,136221186,312776829,4153739,72532980,1765919
vEBTree,69772,325,3380449568,3040471814,0.90,259254694,503577031,5079866,117298557,3573401
vEBTree,98137,308,3550069262,3894548331,1.10,272792199,632935116,4731730,145060995,3435078
vEBTree,225312,327,7353176178,8624949568,1.17,577022550,1412435276,9327926,301279075,7143202
vEBTree,482431,293,13924463623,15798762851,1.13,1069469868,2571805597,28444250,546464358,13307826
vEBTree,690205,317,28935029719,29284355497,1.01,2280121339,4904190289,38863970,1089309529,28259573
vEBTree,921112,313,31434381210,33601701649,1.07,2277403141,5460695046,52868452,1153522610,28726603
vEBTree,2269371,25,15076282492,15306044910,1.02,801865092,2793549131,20924391,336775812,16570730
vEBTree,4519202,30,32869617045,33919751085,1.03,1883846611,6213489728,59616361,799755685,35909652
vEBTree,6761448,31,36057164001,39300298872,1.09,2030026933,7021643219,55380719,964754190,44692204
vEBTree,10000000,2,34094912415,39618488200,1.16,834764764,7124444904,22335970,372420298,40986016
