data_structure,N,runs,median_cycles,median_instructions,ipc,median_cache_misses,median_branches,median_branch_misses,median_l1_misses,median_tlb_misses,cv_pct,stddev_cycles,ci95_cycles
RBTree,1125,1000,10132,12204,1.20,7,2411,16,1613,0,114.3,12601,781
AoS,1113,1000,7594,8247,1.09,12,1214,12,145,0,66.3,4648,288
SkipList,1126,1000,18134,8336,0.46,12,1227,11,1139,0,101.1,16978,1052
Vector,1118,1000,2129,8282,3.89,3,1219,11,0,0,88.8,4506,279
Deque,1124,1000,12616,18382,1.46,5,4199,11,21,0,64.9,6444,399
BST,1126,1000,9825,12214,1.24,3,2413,14,926,0,84.6,9505,589
vEBTree,1135,1000,7655,8401,1.10,4,1236,11,17,0,59.5,3962,246
Trie,1109,1000,692140,284468,0.41,1665,82925,16485,15243,0,84.2,596972,37001
SlabList,1121,1000,12551,14803,1.18,10,2151,15,39,0,67.0,6232,386
HashMap,1123,1000,2313,15053,6.51,12,3470,27,793,0,109.2,7607,471
BTree,1105,1000,9189,16675,1.81,6,2953,15,1016,0,114.9,14356,890
CircularBuffer,1118,1000,1780,8282,4.65,7,1219,12,24,0,88.7,4355,270
Array,1135,1000,7705,8401,1.09,2,1236,12,12,0,49.3,3334,207
LinkedList,1109,1000,13844,8217,0.59,7,1210,13,569,0,129.3,24454,1516
Heap,1116,1000,7414,8268,1.12,1,1217,12,19,0,61.1,3743,232
SoA,1120,1000,7560,8296,1.10,3,1221,11,14,0,58.4,3858,239
AoS,1163,1000,7418,8597,1.16,4,1264,12,153,0,78.4,4904,304
Vector,1148,1000,7377,8492,1.15,3,1249,12,21,0,75.9,4047,251
Heap,1135,1000,7359,8401,1.14,2,1236,11,20,0,76.6,4562,283
Trie,1158,1000,679963,296367,0.44,1018,86358,17267,15865,0,97.8,577941,35821
RBTree,1163,1000,11529,12584,1.09,5,2487,16,1723,0,123.8,19835,1229
Array,1138,1000,7271,8422,1.16,3,1239,11,18,0,75.8,4090,253
vEBTree,1136,1000,7639,8408,1.10,2,1237,12,16,0,57.6,3762,233
SlabList,1144,1000,12300,14803,1.20,1,2151,15,37,0,70.5,6450,400
CircularBuffer,1136,1000,7536,8408,1.12,1,1237,11,16,0,62.6,3825,237
BST,1135,1000,8628,12304,1.43,6,2431,17,943,0,118.0,11482,712
Deque,1160,1000,12129,18562,1.53,3,4199,12,19,0,70.8,6222,386
SoA,1151,1000,7347,8513,1.16,3,1252,12,16,0,62.0,3674,228
HashMap,1142,1000,7291,15300,2.10,4,3527,14,872,0,125.5,10967,680
LinkedList,1152,1000,13780,8518,0.62,3,1253,13,624,0,122.5,13731,851
SkipList,1146,1000,16668,8476,0.51,12,1247,13,1158,0,142.9,24231,1502
BTree,1150,1000,9186,17205,1.87,5,3053,11,3,0,102.1,10318,640
BST,1180,1000,9555,12754,1.33,4,2521,16,1093,0,120.0,15037,932
HashMap,1168,1000,7530,15638,2.08,6,3605,15,848,0,108.5,10396,644
Trie,1168,1000,688931,298810,0.43,437,87070,17259,15995,0,88.4,607734,37668
AoS,1178,1000,7809,8702,1.11,0,1279,12,186,0,87.6,6176,383
Heap,1189,1000,7539,8779,1.16,1,1290,12,13,0,72.8,4360,270
vEBTree,1178,1000,7733,8702,1.13,1,1279,11,17,0,55.3,3513,218
BTree,1181,1000,8698,17611,2.02,5,3125,12,1066,0,124.6,12107,750
Vector,1177,1000,7884,8695,1.10,5,1278,12,21,0,48.1,3325,206
SlabList,1169,1000,12184,14803,1.21,0,2151,15,42,0,78.7,6655,412
RBTree,1167,1000,10146,12624,1.24,6,2495,20,1739,0,125.8,12198,756
SoA,1165,1000,7370,8611,1.17,0,1266,12,19,0,75.1,3804,236
LinkedList,1172,1000,14560,8658,0.59,2,1273,11,619,0,133.3,23970,1486
Array,1195,1000,7955,8821,1.11,1,1296,12,17,0,65.6,4110,255
CircularBuffer,1190,1000,7547,8786,1.16,2,1291,12,19,0,74.3,4236,263
SkipList,1190,1000,19039,8784,0.46,13,1291,11,1201,0,140.4,36324,2251
Deque,1182,1000,12232,18672,1.53,3,4199,13,18,0,68.0,6695,415
vEBTree,1203,1000,8003,8877,1.11,4,1304,11,21,0,64.1,4090,253
SlabList,1213,1000,12546,14803,1.18,6,2151,15,42,0,71.2,6928,429
HashMap,1197,1000,8204,16015,1.95,16,3692,15,877,0,129.5,13718,850
SkipList,1225,1000,19159,9029,0.47,15,1326,11,1236,0,119.0,23584,1462
BTree,1204,1000,11175,17926,1.60,3,3181,17,1086,0,101.5,10019,621
CircularBuffer,1208,1000,8000,8912,1.11,2,1309,11,20,0,49.3,3607,224
AoS,1201,1000,7857,8863,1.13,3,1302,12,155,0,71.0,5061,314
RBTree,1198,1000,10400,12934,1.24,1,2557,20,1846,0,139.5,15827,981
Vector,1209,1000,7815,8919,1.14,2,1310,12,18,0,78.2,4332,269
Array,1214,1000,7906,8954,1.13,0,1315,11,18,0,67.8,3903,242
SoA,1212,1000,7608,8940,1.18,0,1313,11,18,0,74.0,3736,232
Trie,1208,1000,711438,308511,0.43,325,89861,17985,16515,0,92.3,618367,38327
Heap,1224,1000,8012,9024,1.13,1,1325,12,14,0,63.1,4168,258
Deque,1221,1000,12495,18867,1.51,0,4199,12,20,0,55.5,5955,369
BST,1205,1000,9040,13004,1.44,6,2571,16,1184,0,123.2,12032,746
LinkedList,1195,1000,16805,8819,0.52,2,1296,11,665,0,126.1,22479,1393
AoS,1240,1000,8532,9136,1.07,4,1341,12,199,0,79.1,6484,402
SoA,1234,1000,7808,9094,1.16,3,1335,11,21,0,78.7,4224,262
vEBTree,1230,1000,8131,9066,1.11,6,1331,11,23,0,69.4,4336,269
SkipList,1227,1000,18349,9043,0.49,35,1328,10,1239,0,121.4,20108,1246
BTree,1239,1000,13101,18310,1.40,24,3255,15,1102,0,97.2,11707,726
BST,1245,1000,10968,13404,1.22,16,2651,17,1291,0,64.4,6810,422
Trie,1229,1000,778952,313433,0.40,11389,91314,18427,16773,0,97.0,722577,44786
Heap,1232,1000,8717,9080,1.04,11,1333,11,8,0,55.7,4473,277
SlabList,1239,1000,12765,14803,1.16,12,2151,15,134,0,63.8,6886,427
Vector,1231,1000,8409,9073,1.08,13,1332,12,25,0,59.5,4430,275
HashMap,1246,1000,10988,16652,1.52,37,3839,29,1054,0,132.6,17100,1060
CircularBuffer,1241,1000,8289,9143,1.10,3,1342,11,33,0,53.5,3680,228
Array,1225,1000,8033,9031,1.12,4,1326,11,18,0,66.9,4172,259
RBTree,1232,1000,10817,13274,1.23,17,2625,18,1948,0,124.8,14545,902
Deque,1255,1000,12101,19037,1.57,3,4199,11,19,0,80.0,6527,405
LinkedList,1245,1000,16721,9169,0.55,4,1346,12,733,0,98.5,18243,1131
LinkedList,1257,1000,16661,9253,0.56,13,1358,12,738,0,99.3,16221,1005
HashMap,1264,1000,9268,16886,1.82,5,3893,21,1083,0,81.6,8060,500
SkipList,1272,1000,21000,9358,0.45,27,1373,12,1284,0,114.6,28759,1783
Trie,1279,1000,786769,325492,0.41,4379,94805,19085,17418,0,74.4,592112,36700
SoA,1270,1000,8309,9346,1.12,2,1371,11,18,0,65.8,4659,289
Heap,1265,1000,7983,9311,1.17,4,1366,11,22,0,66.8,4173,259
CircularBuffer,1277,1000,8169,9395,1.15,4,1378,12,25,0,74.1,4761,295
SlabList,1274,1000,12717,14803,1.16,9,2151,15,4,0,59.3,6581,408
Vector,1259,1000,8142,9269,1.14,7,1360,11,21,0,58.0,4129,256
Array,1265,1000,8197,9311,1.14,11,1366,12,20,0,75.6,4727,293
RBTree,1284,1000,11622,13794,1.19,36,2729,20,2071,0,118.2,14350,889
vEBTree,1264,1000,2021,9304,4.60,2,1365,12,30,0,84.6,4100,254
AoS,1279,1000,8889,9409,1.06,16,1380,11,224,0,75.8,6640,412
BST,1272,1000,10649,13674,1.28,12,2705,16,1428,0,128.2,18108,1122
BTree,1264,1000,9622,18577,1.93,34,3307,15,1103,0,144.7,21100,1308
Deque,1269,1000,12617,19107,1.51,5,4199,11,36,0,59.1,6140,381
RBTree,1287,1000,13476,13824,1.03,19,2735,18,2122,0,123.3,18632,1155
Array,1289,1000,8612,9479,1.10,5,1390,11,72,0,69.2,4667,289
AoS,1313,1000,8862,9647,1.09,23,1414,11,260,0,79.0,6396,396
SkipList,1298,1000,22074,9540,0.43,102,1399,9,1311,0,150.2,46673,2893
BTree,1309,1000,10339,19044,1.84,6,3399,17,1107,0,126.3,18074,1120
HashMap,1306,1000,10780,17432,1.62,22,4019,18,1155,0,109.2,14198,880
Vector,1295,1000,8329,9521,1.14,9,1396,11,52,0,72.1,4459,276
SoA,1287,1000,8389,9465,1.13,14,1388,12,31,0,71.3,4938,306
vEBTree,1288,1000,8235,9472,1.15,12,1389,12,29,0,73.3,5185,321
Trie,1313,1000,810735,333704,0.41,6497,97186,19762,17875,0,81.6,681851,42262
CircularBuffer,1308,1000,8261,9612,1.16,4,1409,12,14,0,68.2,4507,279
LinkedList,1288,1000,17343,9470,0.55,2,1389,12,773,0,118.8,24660,1528
Heap,1291,1000,8242,9493,1.15,1,1392,10,18,0,83.7,5201,322
BST,1309,1000,11340,14044,1.24,5,2779,18,1558,0,123.8,16158,1001
Deque,1288,1000,12264,19202,1.57,8,4199,11,23,0,75.0,6747,418
SlabList,1309,1000,12668,14803,1.17,6,2151,15,54,0,56.2,5808,360
vEBTree,1339,1000,8314,9829,1.18,2,1440,12,3,0,85.4,5007,310
SkipList,1319,1000,20762,9687,0.47,29,1420,12,1332,0,111.5,27546,1707
Vector,1336,1000,8422,9808,1.16,2,1437,10,9,0,59.5,4607,286
LinkedList,1321,1000,18079,9701,0.54,4,1422,13,816,0,116.7,22312,1383
CircularBuffer,1316,1000,8648,9668,1.12,2,1417,11,23,0,58.1,4413,274
BST,1335,1000,11149,14304,1.28,9,2831,19,1672,0,121.4,15968,990
BTree,1326,1000,10135,19214,1.90,7,3433,23,1109,0,118.0,14990,929
Array,1337,1000,8900,9815,1.10,4,1438,12,14,0,61.7,4735,293
Trie,1331,1000,777985,337976,0.43,1361,98440,19773,18111,0,98.3,653404,40498
HashMap,1340,1000,8071,17874,2.21,12,4121,13,1082,0,135.4,12543,777
SoA,1343,1000,8656,9857,1.14,8,1444,12,19,0,72.8,4703,292
Heap,1324,1000,8661,9724,1.12,1,1425,11,23,0,57.7,4182,259
Deque,1318,1000,12424,19352,1.56,5,4199,13,25,0,69.4,6622,410
SlabList,1319,1000,2013,14803,7.35,13,2151,15,50,0,94.5,7487,464
AoS,1329,1000,8837,9759,1.10,15,1430,11,233,0,71.1,6106,378
RBTree,1336,1000,13872,14314,1.03,17,2833,19,2331,0,88.2,14100,874
Heap,1374,1000,8632,10074,1.17,10,1475,11,18,0,72.0,4761,295
vEBTree,1373,1000,8805,10067,1.14,4,1474,12,99,0,71.8,4289,266
HashMap,1346,1000,14171,17952,1.27,31,4139,32,1190,0,125.8,21479,1331
RBTree,1355,1000,16229,14504,0.89,30,2871,17,2400,0,114.3,21164,1312
SkipList,1347,1000,23665,9883,0.42,50,1448,10,1365,0,131.8,41904,2597
BTree,1351,1000,13050,19481,1.49,61,3485,24,1140,0,128.3,20337,1261
Vector,1347,1000,8698,9885,1.14,17,1448,11,91,0,75.1,5142,319
Array,1370,1000,8827,10046,1.14,7,1471,11,95,0,76.3,4749,294
SoA,1354,1000,9138,9934,1.09,13,1455,11,92,0,55.7,4506,279
BST,1353,1000,14548,14484,1.00,16,2867,22,2002,0,108.1,12232,758
Deque,1350,1000,11879,19512,1.64,7,4199,12,21,0,85.8,7294,452
CircularBuffer,1350,1000,8430,9906,1.18,3,1451,10,18,0,71.3,4714,292
AoS,1367,1000,8667,10025,1.16,6,1468,11,246,0,76.1,5379,333
LinkedList,1370,1000,18388,10044,0.55,0,1471,11,879,0,131.3,26470,1641
SlabList,1363,1000,12359,14803,1.20,1,2151,15,43,0,77.6,6914,429
Trie,1365,1000,804932,346229,0.43,2769,100837,20405,18544,0,95.3,746340,46259
Deque,1404,1000,11863,19782,1.67,5,4199,13,28,0,82.4,7576,470
HashMap,1384,1000,9059,18446,2.04,1,4253,15,1253,0,122.8,10829,671
SlabList,1400,1000,12220,14803,1.21,1,2151,14,42,0,74.8,6466,401
SoA,1379,1000,2025,10109,4.99,1,1480,12,19,0,85.1,4528,281
AoS,1405,1000,9262,10291,1.11,8,1506,11,260,0,70.7,6585,408
BTree,1405,1000,11412,20038,1.76,16,39,31,1133,0,115.5,19063,1182
vEBTree,1381,1000,1534,10123,6.60,5,1482,11,23,0,102.8,6283,389
LinkedList,1401,1000,20412,10261,0.50,2,1502,13,908,0,114.7,22380,1387
SkipList,1400,1000,21841,10254,0.47,5,1501,11,1413,0,129.7,38738,2401
Vector,1396,1000,8653,10228,1.18,2,1497,12,26,0,78.2,4877,302
RBTree,1388,1000,13923,14834,1.07,4,2937,18,2476,0,94.2,16361,1014
Array,1380,1000,8636,10116,1.17,3,1481,11,22,0,80.5,5208,323
Trie,1390,1000,827274,352112,0.43,1632,102555,20657,18870,0,81.9,694104,43021
CircularBuffer,1375,1000,8561,10081,1.18,0,1476,12,17,0,72.8,5199,322
Heap,1397,1000,8716,10235,1.17,2,1498,11,22,0,68.7,4977,308
BST,1405,1000,12758,15004,1.18,16,2971,20,1960,0,118.0,14971,928
Array,1423,1000,9263,10417,1.12,7,1524,12,17,0,61.7,4629,287
Vector,1432,1000,9447,10480,1.11,9,1533,11,20,0,55.4,4806,298
SoA,1424,1000,8903,10424,1.17,4,1525,11,28,0,76.3,5258,326
BTree,1405,1000,11209,20038,1.79,5,3595,30,1127,0,101.4,12560,778
AoS,1427,1000,9221,10445,1.13,7,1528,12,269,0,82.3,6140,381
SkipList,1418,1000,20984,10380,0.49,2,1519,12,1430,0,105.2,22741,1410
Trie,1433,1000,834762,362674,0.43,1469,105571,21281,19438,0,98.9,723559,44847
Heap,1419,1000,8773,10389,1.18,2,1520,11,25,0,76.8,4355,270
RBTree,1430,1000,14534,15254,1.05,2,3021,20,2579,0,110.2,16028,993
BST,1431,1000,12786,15264,1.19,10,3023,19,2054,0,100.3,13077,811
SlabList,1406,1000,12234,14803,1.21,1,2151,15,36,0,67.9,6518,404
LinkedList,1411,1000,1499,10331,6.89,5,1512,12,923,0,160.3,28753,1782
HashMap,1417,1000,10331,18875,1.83,6,4352,28,1113,0,130.9,17316,1073
CircularBuffer,1423,1000,8957,10417,1.16,2,1524,10,20,0,61.0,4288,266
vEBTree,1409,1000,1661,10319,6.21,2,1510,11,27,0,97.1,5443,337
Deque,1411,1000,12164,19817,1.63,2,4199,12,23,0,65.9,6673,414
Heap,1440,1000,9349,10536,1.13,3,1541,11,17,0,59.6,4761,295
RBTree,1436,1000,13823,15314,1.11,21,3033,20,2499,0,112.2,14574,903
AoS,1450,1000,9005,10606,1.18,11,1551,11,269,0,89.8,6674,414
Trie,1436,1000,846912,363365,0.43,1787,105776,21374,19471,0,93.1,753453,46699
LinkedList,1456,1000,1637,10646,6.50,2,1557,12,973,0,157.2,30879,1914
HashMap,1457,1000,10692,19395,1.81,8,4472,16,1332,0,96.2,11745,728
SlabList,1455,1000,12886,14803,1.15,8,2151,15,56,0,60.7,6548,406
CircularBuffer,1441,1000,9699,10543,1.09,6,1542,11,97,0,58.9,4320,268
BST,1441,1000,18090,15364,0.85,14,3043,19,2242,0,86.4,19614,1216
Array,1444,1000,9100,10564,1.16,3,1545,11,23,0,70.9,4926,305
SkipList,1452,1000,22731,10618,0.47,55,1553,13,1463,0,122.1,31020,1923
vEBTree,1438,1000,9128,10522,1.15,5,1539,12,26,0,66.1,4866,302
SoA,1461,1000,9587,10683,1.11,13,1562,11,25,0,70.5,5360,332
Vector,1443,1000,9308,10557,1.13,0,1544,11,19,0,60.1,4392,272
Deque,1458,1000,11812,20052,1.70,4,4199,12,26,0,68.0,6594,409
BTree,1438,1000,11342,20368,1.80,9,3661,31,12,0,97.8,12260,760
SoA,1487,1000,9202,10865,1.18,7,1588,12,84,0,78.4,5072,314
LinkedList,1491,1000,21532,10891,0.51,6,1592,13,1020,0,114.0,24654,1528
BTree,1488,1000,16107,20868,1.30,27,3761,33,1155,0,116.6,21547,1336
vEBTree,1489,1000,9748,10879,1.12,18,1590,12,6,0,68.6,5494,341
Deque,1479,1000,12409,20157,1.62,11,4199,13,104,0,79.0,7051,437
Vector,1489,1000,9985,10879,1.09,20,1590,12,102,0,62.6,5783,358
BST,1467,1000,17895,15624,0.87,53,3095,20,2340,0,110.2,26077,1616
CircularBuffer,1474,1000,9591,10774,1.12,5,1575,11,24,0,65.0,5148,319
Array,1479,1000,9413,10809,1.15,12,1580,12,31,0,76.5,5485,340
RBTree,1490,1000,13910,15854,1.14,10,3141,18,2688,0,132.8,22463,1392
HashMap,1494,1000,11937,19876,1.67,6,4583,42,1261,0,130.7,16537,1025
Trie,1471,1000,862795,371936,0.43,2671,108249,21884,19928,0,91.2,714698,44297
SkipList,1483,1000,21996,10835,0.49,1,1584,11,1494,0,119.0,33444,2073
SlabList,1465,1000,12474,14803,1.19,6,2151,15,4,0,73.9,6378,395
AoS,1465,1000,9925,10711,1.08,6,1566,12,285,0,73.5,7144,443
Heap,1494,1000,9318,10914,1.17,3,1595,11,21,0,76.6,5292,328
BST,1499,1000,2484,15944,6.42,12,3159,17,2283,0,135.4,15160,940
BTree,1510,1000,11729,21088,1.80,5,3805,32,1139,0,105.4,12994,805
Heap,1501,1000,9247,10963,1.19,2,1602,11,24,0,75.0,4955,307
HashMap,1501,1000,15088,19967,1.32,11,4604,37,1729,0,93.9,13392,830
SlabList,1508,1000,12473,14803,1.19,21,2151,15,63,0,79.1,6602,409
vEBTree,1516,1000,9902,11068,1.12,20,1617,10,36,0,60.4,4911,304
Trie,1501,1000,1158525,379186,0.33,22911,110341,22529,20368,30,77.8,796668,49378
AoS,1503,1000,9348,10977,1.17,24,1604,11,292,0,78.4,5590,346
Deque,1498,1000,11861,20252,1.71,5,4199,12,29,0,71.8,6004,372
RBTree,1498,1000,15460,15934,1.03,32,3157,17,2721,0,108.3,17445,1081
LinkedList,1524,1000,22603,11122,0.49,16,1625,11,1062,0,110.7,22751,1410
SoA,1499,1000,9647,10949,1.13,8,1600,12,37,0,68.9,5018,311
Array,1511,1000,9790,11033,1.13,3,1612,12,33,0,53.3,4458,276
CircularBuffer,1525,1000,9359,11131,1.19,10,1626,12,27,0,77.6,4904,304
Vector,1505,1000,9348,10991,1.18,3,1606,11,31,0,70.9,4860,301
SkipList,1518,1000,23858,11080,0.46,152,1619,12,1532,0,174.1,66676,4133
SkipList,1532,1000,27033,11178,0.41,119,1633,11,1545,0,137.5,50163,3109
Deque,1545,1000,12393,20487,1.65,14,4199,14,29,0,63.6,6598,409
Vector,1544,1000,9925,11264,1.13,14,1645,11,32,0,74.1,5729,355
RBTree,1544,1000,18442,16394,0.89,41,3249,21,2787,0,110.4,24374,1511
LinkedList,1530,1000,22719,11164,0.49,24,1631,12,1091,0,113.9,24354,1509
Array,1541,1000,10179,11243,1.10,12,1642,12,60,0,66.1,5309,329
SlabList,1537,1000,12678,14803,1.17,23,2151,14,96,0,79.0,7655,474
CircularBuffer,1543,1000,10020,11257,1.12,10,1644,12,64,0,51.4,4737,294
BTree,1529,1000,14516,21278,1.47,23,3843,37,1147,0,99.7,19666,1219
AoS,1540,1000,3157,11236,3.56,21,1641,11,319,0,96.7,6949,431
BST,1544,1000,14105,16394,1.16,7,3249,21,2438,0,96.4,14506,899
HashMap,1549,1000,6880,20591,2.99,8,4748,19,1429,0,107.1,9312,577
Trie,1526,1000,964105,385395,0.40,24178,112116,22792,20649,5,88.7,782297,48487
Heap,1537,1000,9820,11215,1.14,3,1638,12,32,0,63.2,4949,307
vEBTree,1548,1000,9941,11292,1.14,2,1649,11,107,0,62.9,4572,283
SoA,1538,1000,9756,11222,1.15,11,1639,11,50,0,72.1,5221,324
SkipList,1581,1000,27509,11521,0.42,111,1682,12,1618,0,151.3,48423,3001
AoS,1581,1000,9938,11523,1.16,13,1682,11,358,0,90.3,8203,508
Trie,1570,1000,948467,396007,0.42,10759,115189,23290,21196,1,81.6,783690,48574
HashMap,1563,1000,10576,20773,1.96,23,4790,16,1368,0,113.8,15861,983
RBTree,1566,1000,15593,16614,1.07,11,3293,19,2852,0,122.7,23332,1446
SoA,1574,1000,2160,11474,5.31,14,1675,11,47,0,95.7,6413,397
vEBTree,1570,1000,10001,11446,1.14,5,1671,12,36,0,67.5,5260,326
CircularBuffer,1576,1000,9709,11488,1.18,3,1677,11,29,0,73.3,5452,338
BST,1573,1000,13730,16684,1.22,5,3307,20,2536,0,125.3,15392,954
BTree,1584,1000,14603,21862,1.50,5,3957,55,1154,0,93.1,16284,1009
Heap,1561,1000,10026,11383,1.14,4,1662,12,30,0,61.7,5281,327
Array,1575,1000,10134,11481,1.13,10,1676,11,26,0,60.4,5251,325
SlabList,1566,1000,12618,14803,1.17,6,2151,15,132,0,61.7,6141,381
Vector,1570,1000,10012,11446,1.14,9,1671,11,101,0,58.4,4876,302
Deque,1574,1000,13808,20632,1.49,7,4199,13,98,0,65.2,7408,459
LinkedList,1585,1000,31389,11549,0.37,38,1686,12,1370,0,121.3,45262,2805
Heap,1604,1000,10137,11684,1.15,10,1705,12,24,0,72.6,5722,355
Vector,1586,1000,10030,11558,1.15,21,1687,11,109,0,70.4,5633,349
Array,1586,1000,10145,11558,1.14,7,1687,12,96,0,72.9,5533,343
BTree,1600,1000,13300,22022,1.66,21,3989,51,1160,0,104.6,15133,938
Trie,1587,1000,970813,400176,0.41,7293,116391,23715,21420,0,80.5,751442,46575
SlabList,1598,1000,12575,14803,1.18,0,2151,16,60,0,57.2,5515,342
BST,1600,1000,15552,16954,1.09,20,3361,19,2608,0,102.4,17321,1074
HashMap,1605,1000,11015,21319,1.94,40,4916,20,1283,0,108.2,14641,907
AoS,1588,1000,9927,11572,1.17,21,1689,11,348,0,90.3,7096,440
RBTree,1597,1000,17822,16924,0.95,19,3355,22,2912,0,84.7,17470,1083
LinkedList,1600,1000,24203,11654,0.48,20,1701,11,1173,0,120.9,29014,1798
CircularBuffer,1604,1000,10022,11684,1.17,9,1705,10,30,0,73.4,5464,339
Deque,1604,1000,11994,20782,1.73,4,4199,12,29,0,62.1,6188,384
SoA,1609,1000,1495,11719,7.84,3,1710,11,26,0,94.4,6134,380
