data_structure,N,runs,median_cycles,median_instructions,ipc,median_cache_misses,median_branches,median_branch_misses,median_l1_misses,median_tlb_misses,cv_pct,stddev_cycles,ci95_cycles
Trie,3335,1000,1934445,806077,0.42,36607,229799,48360,34851,21,84.3,1519586,94185
LinkedList,3327,1000,62458,23743,0.38,5,3428,12,3189,0,145.4,104858,6499
HashMap,3351,1000,27999,44017,1.57,9,10154,72,4445,0,104.3,26231,1626
SoA,3340,1000,19506,23836,1.22,6,3441,10,76,0,52.7,9137,566
Heap,3350,1000,19517,23906,1.22,1,3451,12,76,0,64.8,9918,615
vEBTree,3348,1000,19167,23892,1.25,4,3449,12,93,0,80.2,9964,618
RBTree,3353,1000,36832,34588,0.94,5,6883,36,6141,0,101.7,40151,2489
Array,3336,1000,1596,23808,14.92,4,3437,11,89,0,106.0,11573,717
Vector,3328,1000,19560,23752,1.21,2,3429,5,11,0,49.1,8848,548
SkipList,3352,1000,50461,23918,0.47,7,3453,11,3373,0,151.1,65522,4061
BTree,3336,1000,26026,39904,1.53,2,7527,195,1364,0,86.1,25811,1600
Trie,3369,1000,1930065,814925,0.42,14843,235729,48907,43524,7,85.9,1507658,93446
BST,3368,1000,29139,34738,1.19,1,6913,31,6419,0,113.8,37297,2312
SoA,3359,1000,19575,23969,1.22,3,3460,12,61,0,61.3,10053,623
Deque,3370,1000,22118,41918,1.90,1,8297,15,97,0,62.4,11606,719
SkipList,3358,1000,51582,23960,0.46,14,3459,11,3374,0,125.1,71884,4455
AoS,3359,1000,19761,23969,1.21,21,3460,10,849,0,82.7,13382,829
vEBTree,3358,1000,19778,23962,1.21,3,3459,12,97,0,67.2,10605,657
Vector,3370,1000,19977,24046,1.20,20,3471,12,131,0,79.3,11253,697
BTree,3382,1000,28618,40438,1.41,9,7627,193,1382,0,102.5,30938,1918
Heap,3376,1000,19417,24088,1.24,4,3477,12,85,0,73.9,10416,646
RBTree,3383,1000,31135,34888,1.12,4,6943,28,6142,0,127.3,42696,2646
LinkedList,3374,1000,61062,24072,0.39,4,3475,12,3249,0,192.0,120482,7468
HashMap,3374,1000,23802,44316,1.86,13,10223,50,5,0,97.6,27049,1677
Array,3357,1000,19348,23955,1.24,2,3458,12,77,0,78.4,10377,643
SlabList,3378,1000,23735,29153,1.23,18,4201,17,142,0,76.3,12825,795
CircularBuffer,3374,1000,20119,24074,1.20,12,3475,12,83,0,61.4,10677,662
vEBTree,3406,1000,19946,24298,1.22,11,3507,12,118,0,71.1,11031,684
SoA,3399,1000,19581,24249,1.24,12,3500,12,91,0,69.4,10440,647
RBTree,3404,1000,34943,35098,1.00,5,6985,35,6233,0,158.5,68909,4271
SkipList,3385,1000,51384,24149,0.47,8,3486,12,3405,0,155.9,81347,5042
BTree,3396,1000,26268,40578,1.54,3,7655,199,1385,0,104.9,23475,1455
Heap,3408,1000,19909,24312,1.22,4,3509,12,79,0,73.8,10967,680
Deque,3388,1000,22214,42008,1.89,7,8297,15,95,0,56.7,11096,688
SlabList,3411,1000,23284,29153,1.25,6,4201,17,131,0,77.6,12910,800
Trie,3413,1000,1960308,824936,0.42,31080,238601,49377,44058,3,84.7,1488482,92257
AoS,3393,1000,19796,24207,1.22,12,3494,12,858,0,99.9,15403,955
Array,3392,1000,19427,24200,1.25,10,3493,12,81,0,83.4,11029,684
BST,3404,1000,37487,35098,0.94,0,6985,34,6510,0,129.0,41493,2572
LinkedList,3385,1000,60330,24149,0.40,8,3486,11,3243,0,180.8,111922,6937
CircularBuffer,3391,1000,14004,24193,1.73,4,3492,12,97,0,93.7,11335,703
Vector,3393,1000,19703,24207,1.23,4,3494,12,82,0,77.9,10547,654
HashMap,3404,1000,26948,44706,1.66,2,10313,86,5048,0,101.9,26756,1658
Array,3430,1000,19603,24466,1.25,3,3531,12,82,0,87.2,11015,683
Heap,3440,1000,19686,24536,1.25,5,3541,11,69,0,74.1,10842,672
vEBTree,3427,1000,19671,24445,1.24,2,3528,12,118,0,78.2,10059,623
SlabList,3424,1000,23321,29153,1.25,2,4201,17,135,0,75.3,12049,747
LinkedList,3442,1000,64614,24548,0.38,5,3543,12,3342,0,119.9,87699,5436
CircularBuffer,3438,1000,20048,24522,1.22,1,3539,12,92,0,70.0,11626,721
SoA,3441,1000,19893,24543,1.23,5,3542,11,0,0,60.0,9950,617
SkipList,3444,1000,51734,24562,0.47,2,3545,12,3463,0,140.9,78238,4849
BTree,3438,1000,26859,41038,1.53,7,7743,193,1391,0,80.9,22895,1419
RBTree,3437,1000,32954,35428,1.08,4,7051,46,6300,0,100.7,32986,2044
HashMap,3417,1000,25123,44875,1.79,2,10352,65,4936,0,95.5,26201,1624
Vector,3437,1000,1427,24515,17.18,2,3538,13,91,0,118.0,10646,660
BST,3439,1000,41342,35448,0.86,2,7055,42,6443,0,94.7,32657,2024
AoS,3445,1000,19865,24571,1.24,11,3546,13,870,0,82.9,12646,784
Deque,3415,1000,22002,42143,1.92,9,8297,14,88,0,60.4,11557,716
Trie,3416,1000,2014292,825579,0.41,39543,192537,46751,44083,14,76.8,1487204,92178
Heap,3471,1000,20142,24753,1.23,3,3572,12,91,0,67.1,10842,672
BTree,3455,1000,26613,41243,1.55,2,7781,196,1410,0,90.3,24574,1523
BST,3445,1000,30908,35508,1.15,4,7067,42,6393,0,103.0,27609,1711
vEBTree,3458,1000,19880,24662,1.24,4,3559,12,107,0,68.0,9713,602
SoA,3462,1000,19825,24690,1.25,5,3563,11,93,0,76.5,10044,623
LinkedList,3454,1000,67839,24632,0.36,10,3555,13,3376,0,120.7,83122,5152
Array,3454,1000,20310,24634,1.21,6,3555,12,100,0,67.2,11149,691
SlabList,3462,1000,23275,29153,1.25,7,4201,17,137,0,81.3,12300,762
AoS,3446,1000,19970,24578,1.23,11,3547,12,871,0,79.7,14064,872
RBTree,3453,1000,36973,35588,0.96,3,7083,40,6195,0,75.7,27936,1731
Vector,3456,1000,20259,24648,1.22,8,3557,11,105,0,69.5,10208,633
CircularBuffer,3471,1000,19861,24753,1.25,1,3572,13,91,0,86.0,11357,704
Deque,3468,1000,21670,42408,1.96,4,8297,16,107,0,78.5,11835,734
HashMap,3462,1000,23918,45460,1.90,8,10487,33,5098,0,105.9,27343,1695
Trie,3464,1000,2042673,836588,0.41,41240,159908,50059,44677,17,71.0,1442525,89409
SkipList,3470,1000,52223,24744,0.47,2,3571,11,3490,0,163.9,96330,5971
BST,3489,1000,43971,35948,0.82,6,7155,39,6638,0,104.4,33527,2078
HashMap,3502,1000,34958,45980,1.32,9,10607,50,5082,0,83.2,29625,1836
CircularBuffer,3493,1000,20387,24907,1.22,7,3594,12,136,0,68.7,11037,684
Heap,3494,1000,20146,24914,1.24,2,3595,10,92,0,85.3,11203,694
AoS,3494,1000,20284,24914,1.23,14,3595,12,884,0,96.6,13523,838
Array,3498,1000,2436,24942,10.24,4,3599,11,152,0,99.9,11391,706
SkipList,3502,1000,53397,24968,0.47,20,3603,10,3521,0,123.7,75422,4675
LinkedList,3476,1000,66620,24786,0.37,0,3577,12,3404,0,126.6,78488,4865
RBTree,3495,1000,42046,36008,0.86,2,7167,38,6079,0,107.4,46592,2888
SlabList,3496,1000,23319,29153,1.25,5,4201,17,132,0,78.1,12520,776
Vector,3499,1000,20370,24949,1.22,8,3600,12,102,0,70.3,10775,668
Deque,3493,1000,21586,42533,1.97,4,8297,15,99,0,90.2,12348,765
BTree,3495,1000,26690,41663,1.56,5,7863,197,1414,0,123.6,26436,1639
SoA,3481,1000,20020,24823,1.24,5,3582,12,58,0,73.4,10896,675
Trie,3495,1000,2111430,843569,0.40,30134,243978,41218,33011,6,66.5,1475735,91467
vEBTree,3487,1000,20371,24865,1.22,14,3588,11,118,0,87.6,12152,753
CircularBuffer,3528,1000,20229,25152,1.24,7,3629,12,99,0,85.0,11556,716
RBTree,3509,1000,34805,36148,1.04,1,7195,36,6420,0,100.5,35968,2229
Deque,3518,1000,21682,42658,1.97,4,8297,15,100,0,74.6,11711,726
BTree,3520,1000,27065,41933,1.55,3,7915,197,1420,0,116.3,31026,1923
SlabList,3529,1000,23284,29153,1.25,4,4201,17,89,0,58.3,11421,708
Array,3528,1000,20125,25152,1.25,2,3629,12,93,0,93.4,11958,741
HashMap,3506,1000,29932,46032,1.54,2,10619,110,4229,0,120.3,36283,2249
LinkedList,3522,1000,71009,25108,0.35,8,3623,12,3462,0,169.0,131865,8173
SkipList,3508,1000,52456,25010,0.48,24,3609,11,3529,0,168.6,102598,6359
vEBTree,3506,1000,20000,24998,1.25,2,3607,12,101,0,87.2,11286,699
AoS,3533,1000,20556,25187,1.23,2,3634,12,894,0,74.4,12070,748
Vector,3528,1000,20181,25152,1.25,3,3629,12,91,0,79.7,11818,732
Trie,3520,1000,2183964,841331,0.39,44930,198129,47346,37787,20,68.4,1551043,96135
BST,3527,1000,41510,36328,0.88,3,7231,43,6717,0,113.5,46385,2875
SoA,3520,1000,20394,25096,1.23,1,3621,11,103,0,65.8,10713,664
Heap,3513,1000,20088,25047,1.25,3,3614,12,96,0,76.1,11239,697
CircularBuffer,3544,1000,20451,25264,1.24,6,3645,13,98,0,81.1,11540,715
SkipList,3544,1000,54193,25262,0.47,8,3645,12,3564,0,166.1,114045,7069
Trie,3547,1000,2197365,836474,0.38,37855,240498,39675,41812,9,66.4,1517006,94025
SlabList,3562,1000,23270,29153,1.25,3,4201,16,130,0,64.2,11456,710
Array,3553,1000,20643,25327,1.23,1,3654,12,92,0,78.4,11391,706
BTree,3537,1000,27540,42143,1.53,3,7953,197,1437,0,78.6,20706,1283
SoA,3559,1000,20355,25369,1.25,3,3660,11,103,0,85.5,11371,705
Deque,3555,1000,21753,42843,1.97,0,8297,15,101,0,64.8,11473,711
Heap,3551,1000,20647,25313,1.23,3,3652,11,97,0,71.4,11090,687
LinkedList,3547,1000,64868,25283,0.39,4,3648,12,3445,0,155.2,104076,6451
RBTree,3550,1000,38345,36558,0.95,2,7277,31,6498,0,124.0,39718,2462
AoS,3558,1000,20579,25362,1.23,3,3659,6,901,0,90.1,14867,921
BST,3542,1000,33154,36478,1.10,8,48,41,6728,0,95.4,37039,2296
HashMap,3548,1000,24948,46578,1.87,6,10745,63,4459,0,130.0,34479,2137
vEBTree,3536,1000,20444,25208,1.23,6,3637,12,97,0,73.3,11455,710
Vector,3551,1000,20307,25313,1.25,3,3652,12,98,0,84.7,10934,678
Vector,3579,1000,20527,25509,1.24,2,3680,12,97,0,76.7,11044,685
SoA,3579,1000,20380,25509,1.25,4,3680,13,103,0,92.5,11677,724
SlabList,3580,1000,23318,29153,1.25,3,4201,17,129,0,68.6,12107,750
LinkedList,3594,1000,65499,25612,0.39,4,3695,12,3554,0,106.1,55559,3444
BTree,3567,1000,27773,42443,1.53,3,8013,206,1425,0,91.9,25122,1557
BST,3577,1000,33439,36828,1.10,3,7331,42,6815,0,107.7,34637,2147
Trie,3575,1000,2247341,841888,0.37,43419,249188,42203,33654,29,67.2,1586841,98353
SkipList,3566,1000,53553,25416,0.47,8,3667,11,3588,0,154.1,70145,4348
HashMap,3592,1000,24945,47150,1.89,1,10877,37,5346,0,104.0,27372,1697
Heap,3573,1000,20832,25467,1.22,4,3674,12,122,0,84.6,12113,751
CircularBuffer,3593,1000,20817,25607,1.23,9,3694,11,109,0,77.5,10901,676
Array,3586,1000,20803,25558,1.23,27,3687,12,111,0,78.7,10447,648
AoS,3574,1000,21127,25474,1.21,65,3675,12,903,0,85.5,13061,810
Deque,3587,1000,21527,43003,2.00,7,8297,16,109,0,83.5,11913,738
RBTree,3566,1000,41928,36718,0.88,8,7309,36,6576,0,82.6,27168,1684
vEBTree,3594,1000,21035,25614,1.22,10,3695,12,102,0,77.8,11647,722
HashMap,3601,1000,36277,47267,1.30,66,10904,142,5046,0,78.5,25330,1570
SlabList,3607,1000,23684,29153,1.23,28,4201,17,137,0,74.9,11741,728
BST,3610,1000,34619,37158,1.07,54,7397,32,6851,0,91.9,27658,1714
vEBTree,3605,1000,21190,25691,1.21,21,3706,12,121,0,72.2,10945,678
Heap,3619,1000,21017,25789,1.23,25,3720,12,91,0,76.2,10616,658
Vector,3625,1000,21296,25831,1.21,10,3726,12,133,0,70.1,10811,670
Trie,3601,1000,2078424,861563,0.41,32967,250904,51935,39153,7,83.7,1592491,98704
AoS,3614,1000,21254,25754,1.21,7,3715,12,912,0,71.7,14596,905
SkipList,3611,1000,54470,25731,0.47,1,3712,11,3631,0,122.6,64538,4000
LinkedList,3617,1000,73374,25773,0.35,2,3718,12,3558,0,130.6,98745,6120
RBTree,3624,1000,38995,37298,0.96,1,7425,39,6598,0,119.9,53032,3287
BTree,3598,1000,27544,42870,1.56,8,8087,185,1448,0,97.6,25514,1581
SoA,3620,1000,21202,25796,1.22,14,3721,12,108,0,69.8,11417,708
Deque,3620,1000,21840,43168,1.98,13,8297,15,109,0,91.1,13242,821
Array,3604,1000,20660,25684,1.24,17,3705,12,95,0,80.3,11085,687
CircularBuffer,3623,1000,21150,25817,1.22,11,3724,12,107,0,70.0,11055,685
Trie,3650,1000,2125775,858289,0.40,40008,250129,52804,37066,23,80.8,1574217,97571
Vector,3629,1000,20759,25859,1.25,2,3730,11,104,0,84.7,11413,707
LinkedList,3655,1000,69516,26039,0.37,16,3756,13,3582,0,122.2,96538,5983
Array,3640,1000,21311,25936,1.22,4,3741,12,104,0,58.3,10364,642
SlabList,3643,1000,23549,29153,1.24,1,4201,17,136,0,78.0,13132,814
HashMap,3626,1000,26051,47592,1.83,12,10979,60,4622,0,127.9,34979,2168
vEBTree,3631,1000,21448,25873,1.21,11,3732,12,238,0,70.4,11541,715
BST,3640,1000,45027,37458,0.83,20,7457,34,6819,0,93.7,36641,2271
RBTree,3634,1000,37209,37398,1.01,47,7445,40,6231,0,121.8,49444,3065
BTree,3647,1000,27967,43477,1.55,10,8197,180,1479,0,89.2,21413,1327
Heap,3638,1000,21009,25922,1.23,2,3739,13,104,0,64.7,11478,711
AoS,3644,1000,20981,25964,1.24,18,3745,13,923,0,106.6,16779,1040
CircularBuffer,3635,1000,1928,25901,13.43,13,3736,12,114,0,101.9,11218,695
Deque,3631,1000,22247,43223,1.94,19,8297,15,114,0,74.9,12529,777
SkipList,3646,1000,57480,25976,0.45,70,3747,11,3668,0,115.2,72030,4464
SoA,3628,1000,20954,25852,1.23,17,3729,12,110,0,78.6,11392,706
LinkedList,3673,1000,66034,26165,0.40,39,3774,12,3564,0,166.9,123175,7634
AoS,3680,1000,21200,26216,1.24,16,3781,12,931,0,99.7,16063,996
BTree,3673,1000,27773,43831,1.58,7,8259,192,1497,0,104.4,23451,1454
SoA,3673,1000,21439,26167,1.22,16,3774,11,108,0,73.3,12011,744
SkipList,3682,1000,58489,26228,0.45,68,3783,11,3701,0,137.9,85264,5285
Deque,3677,1000,24218,43453,1.79,22,8297,15,245,0,65.2,12575,779
SlabList,3658,1000,23806,29153,1.22,23,4201,17,269,0,85.1,14172,878
Array,3682,1000,21354,26230,1.23,29,3783,12,187,0,75.4,11942,740
Vector,3655,1000,21398,26041,1.22,13,3756,11,133,0,77.3,12383,768
BST,3663,1000,36824,37688,1.02,7,7503,40,6922,0,108.1,48148,2984
HashMap,3672,1000,25066,48190,1.92,3,11117,50,5387,0,106.3,35318,2189
Trie,3682,1000,2277913,800618,0.35,63967,190016,48365,43351,46,71.8,1609096,99733
CircularBuffer,3660,1000,21118,26076,1.23,9,3761,12,104,0,76.3,10394,644
vEBTree,3681,1000,21533,26223,1.22,18,3782,12,99,0,73.0,11618,720
Heap,3661,1000,21060,26083,1.24,8,3762,12,113,0,82.7,11364,704
RBTree,3665,1000,45184,37708,0.83,25,7507,41,6583,0,90.7,33527,2078
HashMap,3714,1000,2579,48736,18.90,26,11243,52,5648,0,119.2,23483,1456
SkipList,3696,1000,57898,26326,0.45,42,3797,12,3713,0,98.1,54998,3409
SlabList,3693,1000,23159,29153,1.26,7,4201,17,146,0,92.5,13261,822
Array,3701,1000,21132,26363,1.25,8,3802,12,112,0,82.9,11631,721
BTree,3708,1000,28209,44236,1.57,40,8335,185,1514,0,82.2,18628,1155
vEBTree,3708,1000,21488,26412,1.23,9,3809,11,100,0,69.2,10797,669
CircularBuffer,3704,1000,21316,26384,1.24,9,3805,12,99,0,69.2,10823,671
Vector,3704,1000,21122,26384,1.25,12,3805,12,109,0,78.4,10987,681
Trie,3711,1000,2481762,853265,0.34,54856,238214,50487,33904,23,62.3,1559506,96659
LinkedList,3690,1000,69172,26284,0.38,4,3791,13,3590,0,166.1,122549,7596
BST,3703,1000,37546,38088,1.01,5,7583,24,6994,0,119.1,44843,2779
Deque,3686,1000,21363,43498,2.04,1,8297,17,114,0,63.4,11252,697
RBTree,3696,1000,40990,38018,0.93,1,7569,30,6712,0,103.1,41060,2545
SoA,3700,1000,21322,26356,1.24,3,3801,12,94,0,77.3,11719,726
Heap,3686,1000,21142,26258,1.24,3,3787,12,105,0,81.3,12024,745
AoS,3688,1000,21214,26272,1.24,5,3789,12,933,0,91.2,14932,925
LinkedList,3737,1000,69820,26613,0.38,8,3838,11,3686,0,157.9,97969,6072
AoS,3732,1000,21840,26580,1.22,4,3833,12,944,0,87.3,15350,951
Trie,3718,1000,2258312,863137,0.38,42970,248332,38312,47376,15,70.7,1547837,95936
SlabList,3742,1000,23469,29153,1.24,3,4201,16,139,0,73.3,12055,747
HashMap,3715,1000,24217,48749,2.01,3,11246,57,5362,0,101.3,28051,1739
SoA,3716,1000,21478,26468,1.23,7,3817,12,108,0,74.5,11406,707
Vector,3730,1000,21618,26566,1.23,8,3831,12,111,0,51.7,9552,592
Array,3731,1000,21595,26573,1.23,21,3832,11,112,0,74.3,11811,732
BST,3728,1000,35182,38338,1.09,64,7633,39,7058,0,89.7,25555,1584
CircularBuffer,3721,1000,21994,26503,1.21,24,3822,11,111,0,55.7,9793,607
SkipList,3736,1000,62254,26606,0.43,348,3837,11,3756,0,87.9,46281,2869
RBTree,3722,1000,41527,38278,0.92,10,7621,42,6653,0,88.8,32780,2032
Deque,3726,1000,21570,43698,2.03,10,8297,15,110,0,75.0,12042,746
vEBTree,3732,1000,21613,26580,1.23,16,3833,12,119,0,81.0,11269,698
BTree,3741,1000,29211,44566,1.53,15,8401,182,1527,0,91.8,21588,1338
Heap,3724,1000,21501,26524,1.23,6,3825,11,127,0,73.9,10814,670
SoA,3760,1000,21887,26776,1.22,9,3861,12,116,0,62.1,11105,688
Vector,3763,1000,22235,26797,1.21,10,3864,11,112,0,61.1,10500,651
vEBTree,3766,1000,21823,26818,1.23,20,3867,12,116,0,76.5,12559,778
RBTree,3765,1000,47510,38708,0.81,4,7707,44,6704,0,101.4,41219,2555
HashMap,3774,1000,30416,49516,1.63,47,11423,95,3622,0,100.4,33004,2046
BST,3758,1000,38971,38638,0.99,118,7693,42,6994,0,100.9,32850,2036
LinkedList,3748,1000,72807,26690,0.37,15,3849,12,3721,0,129.9,72220,4476
BTree,3747,1000,28533,44626,1.56,24,8413,175,1514,0,82.8,19263,1194
Heap,3762,1000,21835,26790,1.23,4,3863,12,110,0,72.4,11492,712
Trie,3772,1000,2286660,849909,0.37,53463,225887,45003,37332,16,65.3,1474051,91363
CircularBuffer,3766,1000,1589,26818,16.88,6,3867,12,116,0,106.1,11927,739
Array,3757,1000,21681,26755,1.23,5,3858,12,115,0,69.7,12201,756
AoS,3765,1000,21914,26811,1.22,12,3866,13,951,0,86.6,13375,829
SlabList,3770,1000,23679,29153,1.23,8,4201,17,135,0,68.8,12127,752
Deque,3769,1000,21327,43913,2.06,6,8297,15,118,0,70.6,11265,698
SkipList,3763,1000,57289,26795,0.47,50,3864,13,3783,0,156.0,101168,6270
SoA,3792,1000,21765,27000,1.24,5,3893,11,112,0,79.9,11897,737
SkipList,3787,1000,59189,26963,0.46,3,3888,13,3806,0,112.8,66152,4100
LinkedList,3775,1000,74391,26879,0.36,6,3876,12,3737,0,134.3,89283,5534
HashMap,3794,1000,27623,49776,1.80,2,11483,47,5740,0,91.2,30052,1863
SlabList,3775,1000,23272,29153,1.25,4,4201,17,129,0,87.6,13027,807
Array,3800,1000,22026,27056,1.23,3,3901,12,110,0,71.9,12121,751
CircularBuffer,3792,1000,3298,27000,8.19,3,3893,12,109,0,95.0,12375,767
vEBTree,3778,1000,21731,26902,1.24,7,3879,13,96,0,67.8,11439,709
BST,3802,1000,34091,39078,1.15,4,7781,39,7105,0,111.4,39132,2425
Heap,3798,1000,21931,27042,1.23,7,3899,12,112,0,67.3,11414,707
BTree,3775,1000,28072,44986,1.60,5,8477,176,1541,0,126.5,31104,1928
Deque,3781,1000,21437,43973,2.05,9,8297,15,126,0,78.4,11826,733
Trie,3787,1000,2417481,803423,0.33,65421,239301,45684,34091,25,62.2,1450591,89909
AoS,3779,1000,22775,26909,1.18,16,3880,12,954,0,64.9,12068,748
Vector,3788,1000,22040,26972,1.22,28,3889,12,126,0,74.7,11403,707
RBTree,3789,1000,47910,38948,0.81,33,7755,39,6879,0,84.6,33075,2050
SlabList,3814,1000,23841,29153,1.22,21,4201,17,162,0,71.3,11809,732
LinkedList,3826,1000,76754,27236,0.35,60,3927,13,3818,0,118.2,78484,4865
SoA,3805,1000,22071,27091,1.23,26,3906,12,117,0,76.7,11359,704
AoS,3834,1000,23353,27294,1.17,37,3935,11,967,0,64.2,12127,752
vEBTree,3816,1000,22312,27168,1.22,18,3917,12,116,0,70.8,11494,712
RBTree,3835,1000,41952,39408,0.94,50,7847,41,6959,0,103.6,38922,2412
CircularBuffer,3831,1000,22476,27273,1.21,15,3932,12,114,0,60.0,10899,676
HashMap,3819,1000,25918,50101,1.93,87,11558,63,4813,0,100.4,24563,1522
BTree,3822,1000,28400,45599,1.61,15,8587,190,1563,0,101.7,23088,1431
Array,3832,1000,22714,27280,1.20,18,3933,11,113,0,49.1,9571,593
Vector,3827,1000,1469,27245,18.55,6,3928,12,120,0,101.5,11437,709
SkipList,3834,1000,59912,27292,0.46,102,3935,13,3852,0,139.1,82408,5108
Deque,3807,1000,21877,44103,2.02,18,8297,16,134,0,70.9,11143,691
BST,3835,1000,40760,39408,0.97,30,7847,41,7241,0,84.7,31369,1944
Trie,3820,1000,2424690,829665,0.34,66350,194815,43558,46376,54,61.1,1438751,89175
Heap,3810,1000,22095,27126,1.23,13,3911,11,128,0,78.7,11992,743
BST,3860,1000,44229,39658,0.90,4,7897,41,7305,0,103.6,39751,2464
SkipList,3845,1000,59024,27369,0.46,8,3946,12,3866,0,137.9,103028,6386
Array,3839,1000,22223,27329,1.23,6,3940,11,116,0,72.1,11543,715
Vector,3838,1000,22257,27322,1.23,4,3939,12,125,0,65.3,11584,718
BTree,3836,1000,29048,45819,1.58,4,8623,179,1564,0,77.1,22662,1405
RBTree,3850,1000,46735,39558,0.85,3,7877,33,6780,0,122.0,53455,3313
LinkedList,3835,1000,76342,27299,0.36,4,3936,14,3822,0,131.5,81924,5078
Deque,3854,1000,20999,44338,2.11,7,8297,15,119,0,83.7,12118,751
Trie,3836,1000,2321950,845631,0.36,41682,237503,51633,45554,22,66.5,1505359,93303
vEBTree,3855,1000,22003,27441,1.25,3,3956,12,123,0,73.9,11559,716
SoA,3855,1000,22266,27441,1.23,2,3956,11,124,0,70.5,11907,738
Heap,3850,1000,22191,27406,1.24,5,3951,11,116,0,65.3,11370,705
CircularBuffer,3844,1000,21993,27364,1.24,2,3945,12,109,0,81.6,11861,735
SlabList,3853,1000,23345,29153,1.25,2,4201,18,128,0,71.7,12926,801
AoS,3850,1000,22498,27406,1.22,36,3951,12,971,0,87.3,17283,1071
HashMap,3858,1000,29530,50608,1.71,5,11675,60,5807,0,95.8,32105,1990
BST,3865,1000,39187,39708,1.01,8,7907,41,7302,0,108.4,42030,2605
Deque,3880,1000,21553,44468,2.06,8,8297,16,121,0,57.5,10703,663
SoA,3876,1000,22225,27588,1.24,13,3977,12,120,0,61.4,10894,675
RBTree,3891,1000,40860,39971,0.98,13,7961,41,7066,0,132.2,49206,3050
SlabList,3879,1000,23517,29153,1.24,4,4201,17,141,0,67.3,11583,718
HashMap,3883,1000,26687,50933,1.91,37,11750,49,5898,0,109.9,31968,1981
BTree,3889,1000,31042,46498,1.50,43,8745,194,1602,0,98.7,31449,1949
LinkedList,3889,1000,41368,27677,0.67,19,3990,13,3869,0,187.9,135552,8402
CircularBuffer,3871,1000,22585,27553,1.22,20,3972,11,110,0,68.0,11706,726
vEBTree,3881,1000,22499,27623,1.23,9,3982,12,115,0,78.2,12815,794
Trie,3878,1000,2314658,870281,0.38,30998,252882,54902,43007,20,72.4,1595547,98893
Array,3894,1000,22509,27714,1.23,6,3995,12,116,0,66.8,12206,757
Vector,3883,1000,22332,27637,1.24,5,3984,12,123,0,77.0,11432,709
Heap,3891,1000,22319,27693,1.24,7,3992,12,120,0,68.3,11379,705
AoS,3866,1000,22285,27518,1.23,3,3967,12,975,0,78.5,16028,993
SkipList,3894,1000,58639,27712,0.47,6,3995,12,3916,0,152.2,78513,4866
Vector,3921,1000,22657,27903,1.23,5,4022,12,119,0,72.7,11885,737
BTree,3920,1000,29098,47028,1.62,2,8829,183,1657,0,97.2,26055,1615
vEBTree,3921,1000,22324,27903,1.25,2,4022,13,126,0,73.9,11618,720
Deque,3899,1000,21021,44563,2.12,5,8297,16,121,0,81.5,11749,728
SkipList,3919,1000,59676,27887,0.47,3,4020,12,3940,0,128.0,85456,5297
BST,3895,1000,35676,40011,1.12,3,7969,41,7372,0,124.7,41268,2558
RBTree,3901,1000,47203,40071,0.85,2,7981,41,7064,0,112.4,50305,3118
Heap,3919,1000,22372,27889,1.25,2,4020,11,117,0,83.3,12513,776
CircularBuffer,3909,1000,1498,27819,18.57,11,4010,12,98,0,113.1,14117,875
Array,3910,1000,22410,27826,1.24,4,4011,12,122,0,73.8,11810,732
SoA,3900,1000,22075,27756,1.26,2,4001,12,105,0,90.5,11688,724
AoS,3908,1000,22646,27812,1.23,7,4009,12,988,0,64.9,14239,883
Trie,3924,1000,2267347,880771,0.39,57974,253323,54352,41063,53,79.2,1693912,104990
LinkedList,3925,1000,79914,27929,0.35,1,4026,14,3943,0,192.6,161445,10006
SlabList,3921,1000,23643,29153,1.23,1,4201,17,131,0,67.1,12571,779
HashMap,3908,1000,34999,51258,1.46,6,11825,143,4974,0,94.3,32595,2020
Trie,3930,1000,2263300,910419,0.40,42273,226127,53513,50344,19,79.5,1644483,101926
Heap,3953,1000,22886,28127,1.23,4,4054,12,118,0,59.8,11421,708
vEBTree,3929,1000,22599,27959,1.24,4,4030,12,115,0,75.2,12229,758
BST,3940,1000,39823,40461,1.02,3,8059,32,7449,0,121.8,40836,2531
AoS,3936,1000,22937,28008,1.22,8,4037,12,993,0,77.7,14166,878
HashMap,3931,1000,27726,51557,1.86,8,11894,70,5945,0,117.4,31589,1958
Array,3953,1000,22449,28127,1.25,4,4054,12,119,0,79.8,11856,735
SoA,3928,1000,22567,27952,1.24,2,4029,12,96,0,69.5,11769,729
BTree,3938,1000,29415,47248,1.61,6,8869,178,1655,0,86.2,24828,1539
LinkedList,3939,1000,1858,28027,15.08,4,4040,13,3909,0,172.1,111743,6926
SlabList,3940,1000,23659,29153,1.23,2,4201,17,125,0,61.5,12260,760
RBTree,3952,1000,48309,40581,0.84,12,8083,40,2,0,93.0,56664,3512
CircularBuffer,3945,1000,22611,28071,1.24,4,4046,12,125,0,65.6,10998,682
Deque,3932,1000,21386,44728,2.09,4,8297,14,134,0,61.7,10884,675
SkipList,3947,1000,60070,28083,0.47,27,4048,12,3966,0,140.5,77963,4832
Vector,3942,1000,22874,28050,1.23,4,4043,12,111,0,64.1,12061,748
RBTree,3976,1000,50381,40821,0.81,6,8131,38,7239,0,105.7,43225,2679
Vector,3957,1000,22480,28155,1.25,3,4058,12,121,0,88.5,13495,836
