data_structure,N,runs,cycles,instructions,ipc,cache_misses,branches,branch_misses,L1_misses,TLB_misses
Array,953,287,0,0,0.00,0,0,0,0,0
Array,2439,287,0,0,0.00,0,0,0,0,0
Array,4519,277,0,0,0.00,0,0,0,0,0
Array,8172,290,0,0,0.00,0,0,0,0,0
Array,10527,294,0,0,0.00,0,0,0,0,0
Array,25075,298,0,0,0.00,0,0,0,0,0
Array,48848,322,0,0,0.00,0,0,0,0,0
Array,70767,309,0,0,0.00,0,0,0,0,0
Array,94003,298,0,0,0.00,0,0,0,0,0
Array,233937,285,0,0,0.00,0,0,0,0,0
Array,469138,304,0,0,0.00,0,0,0,0,0
Array,693662,301,0,0,0.00,0,0,0,0,0
Array,913310,317,0,0,0.00,0,0,0,0,0
Array,2263277,31,0,0,0.00,0,0,0,0,0
Array,4500040,32,0,0,0.00,0,0,0,0,0
Array,6775067,25,0,0,0.00,0,0,0,0,0
Array,10000000,3,0,0,0.00,0,0,0,0,0
LinkedList,953,285,0,0,0.00,0,0,0,0,0
LinkedList,2439,321,0,0,0.00,0,0,0,0,0
LinkedList,4519,271,0,0,0.00,0,0,0,0,0
LinkedList,8172,309,0,0,0.00,0,0,0,0,0
LinkedList,10527,275,0,0,0.00,0,0,0,0,0
LinkedList,25075,306,0,0,0.00,0,0,0,0,0
LinkedList,48848,300,0,0,0.00,0,0,0,0,0
LinkedList,70767,284,0,0,0.00,0,0,0,0,0
LinkedList,94003,324,0,0,0.00,0,0,0,0,0
LinkedList,233937,320,0,0,0.00,0,0,0,0,0
LinkedList,469138,307,0,0,0.00,0,0,0,0,0
LinkedList,693662,303,0,0,0.00,0,0,0,0,0
LinkedList,913310,310,0,0,0.00,0,0,0,0,0
LinkedList,2263277,25,0,0,0.00,0,0,0,0,0
LinkedList,4500040,34,0,0,0.00,0,0,0,0,0
LinkedList,6775067,29,0,0,0.00,0,0,0,0,0
LinkedList,10000000,4,0,0,0.00,0,0,0,0,0
AoS,953,313,0,0,0.00,0,0,0,0,0
AoS,2439,302,0,0,0.00,0,0,0,0,0
AoS,4519,287,0,0,0.00,0,0,0,0,0
AoS,8172,281,0,0,0.00,0,0,0,0,0
AoS,10527,301,0,0,0.00,0,0,0,0,0
AoS,25075,294,0,0,0.00,0,0,0,0,0
AoS,48848,319,0,0,0.00,0,0,0,0,0
AoS,70767,323,0,0,0.00,0,0,0,0,0
AoS,94003,305,0,0,0.00,0,0,0,0,0
AoS,233937,284,0,0,0.00,0,0,0,0,0
