data_structure,N,runs,median_cycles,median_instructions,ipc,median_cache_misses,median_branches,median_branch_misses,median_l1_misses,median_tlb_misses,cv_pct,stddev_cycles,ci95_cycles
Array,1272,1000,8448,9360,1.11,4,1373,12,20,0,59.1,4269,265
Array,1278,1000,7889,9402,1.19,8,1379,11,27,0,84.4,4527,281
Array,1282,1000,8063,9430,1.17,3,1383,12,22,0,61.5,4107,255
Array,1288,1000,8361,9472,1.13,2,1389,11,23,0,68.0,4447,276
Array,1294,1000,8140,9514,1.17,0,1395,12,21,0,73.3,4319,268
Array,1300,1000,8497,9556,1.12,1,1401,12,23,0,65.3,4581,284
Array,1306,1000,8565,9598,1.12,4,1407,11,5,0,58.5,4322,268
Array,1312,1000,8302,9640,1.16,0,1413,12,23,0,64.0,4225,262
Array,1318,1000,8262,9682,1.17,3,1419,11,19,0,70.0,4498,279
Array,1324,1000,8298,9724,1.17,2,1425,12,16,0,60.1,4206,261
Array,1332,1000,8705,9780,1.12,1,1433,12,20,0,64.4,4517,280
Array,1338,1000,8693,9822,1.13,4,1439,11,24,0,63.0,4649,288
Array,1342,1000,8790,9850,1.12,2,1443,11,17,0,61.9,4533,281
Array,1346,1000,8344,9878,1.18,5,1447,11,29,0,76.3,4192,260
Array,1354,1000,8849,9934,1.12,5,1455,12,19,0,44.7,3645,226
Array,1358,1000,1857,9962,5.36,3,1459,12,33,0,90.3,4726,293
Array,1366,1000,2493,10018,4.02,4,1467,10,20,0,86.2,4560,283
Array,1370,1000,8719,10046,1.15,4,1471,12,5,0,56.2,4329,268
Array,1376,1000,8943,10088,1.13,3,1477,12,18,0,57.3,4382,272
Array,1384,1000,8690,10144,1.17,4,1485,11,18,0,68.9,4754,295
Array,1390,1000,8767,10186,1.16,2,1491,11,20,0,67.7,4477,278
Array,1397,1000,8947,10235,1.14,1,1498,11,23,0,44.9,3594,223
Array,1403,1000,8856,10277,1.16,2,1504,11,19,0,74.2,4834,300
Array,1406,1000,9147,10298,1.13,2,1507,11,21,0,55.3,4034,250
Array,1416,1000,8968,10368,1.16,3,1517,12,11,0,78.2,4860,301
Array,1420,1000,8804,10396,1.18,0,1521,11,23,0,53.7,3577,222
Array,1428,1000,8974,10452,1.16,7,1529,12,38,0,69.5,4520,280
Array,1430,1000,8847,10466,1.18,4,1531,10,31,0,78.4,4908,304
Array,1436,1000,8901,10508,1.18,1,1537,12,31,0,67.6,4360,270
Array,1442,1000,9102,10550,1.16,1,1543,11,30,0,68.3,4689,291
Array,1450,1000,9050,10606,1.17,11,1551,12,31,0,80.2,5561,345
Array,1456,1000,8972,10648,1.19,4,1557,11,31,0,81.0,5426,336
Array,1462,1000,2605,10690,4.10,7,1563,12,33,0,88.2,5448,338
Array,1470,1000,9334,10746,1.15,1,1571,12,25,0,76.6,5416,336
Array,1476,1000,9373,10788,1.15,3,1577,11,31,0,72.2,4698,291
Array,1480,1000,9398,10816,1.15,6,1581,11,34,0,71.0,5140,319
Array,1486,1000,9491,10858,1.14,4,1587,11,30,0,73.2,5537,343
Array,1492,1000,9227,10900,1.18,3,1593,12,63,0,65.6,4663,289
Array,1498,1000,9270,10942,1.18,2,1599,12,31,0,53.4,4418,274
Array,1502,1000,4039,10970,2.72,2,1603,12,31,0,81.6,5043,313
Array,1508,1000,9791,11012,1.12,3,1609,12,33,0,53.6,4737,294
Array,1516,1000,9562,11068,1.16,2,1617,11,31,0,65.2,4879,302
Array,1522,1000,1507,11110,7.37,0,1623,12,35,0,95.6,5242,325
Array,1528,1000,9661,11152,1.15,16,1629,10,105,0,72.8,5419,336
Array,1534,1000,10251,11194,1.09,10,1635,12,75,0,57.4,4882,303
Array,1540,1000,9884,11236,1.14,11,1641,12,106,0,70.1,5350,332
Array,1546,1000,10230,11278,1.10,20,1647,12,107,0,69.7,5848,362
Array,1551,1000,9941,11313,1.14,14,1652,11,71,0,68.4,5368,333
Array,1560,1000,10198,11376,1.12,16,1661,11,46,0,65.3,5958,369
Array,1566,1000,10028,11418,1.14,13,1667,12,70,0,75.6,5723,355
Array,1570,1000,10167,11446,1.13,12,1671,12,102,0,63.4,5515,342
Array,1578,1000,9596,11502,1.20,7,1679,12,45,0,83.0,5419,336
Array,1583,1000,10248,11537,1.13,9,1684,12,53,0,68.6,5590,346
Array,1588,1000,9710,11572,1.19,7,1689,12,43,0,81.3,5708,354
Array,1596,1000,10232,11628,1.14,16,1697,12,5,0,53.8,4799,297
Array,1601,1000,10161,11663,1.15,4,1702,11,41,0,54.1,4805,298
Array,1608,1000,10281,11712,1.14,6,1709,12,0,0,55.8,5276,327
Array,1614,1000,10385,11754,1.13,7,1715,12,76,0,61.3,5363,332
Array,1618,1000,10355,11782,1.14,7,1719,11,79,0,60.1,5360,332
Array,1622,1000,10194,11810,1.16,4,1723,11,45,0,68.1,5091,316
Array,1630,1000,9898,11866,1.20,2,1731,12,37,0,86.4,6101,378
Array,1636,1000,10426,11908,1.14,7,1737,12,41,0,55.7,5309,329
Array,1640,1000,10683,11936,1.12,12,1741,12,38,0,55.2,5084,315
Array,1650,1000,10500,12006,1.14,6,1751,11,37,0,63.2,5429,337
Array,1655,1000,10103,12041,1.19,4,1756,11,36,0,69.5,4926,305
Array,1660,1000,10167,12076,1.19,3,1761,11,31,0,72.1,5973,370
Array,1665,1000,10415,12111,1.16,4,1766,12,28,0,70.9,6202,384
Array,1670,1000,10297,12146,1.18,7,1771,11,35,0,72.4,5645,350
Array,1679,1000,10463,12209,1.17,10,1780,12,32,0,72.1,5217,323
Array,1684,1000,10493,12244,1.17,10,1785,11,22,0,74.7,6178,383
Array,1690,1000,10572,12286,1.16,0,1791,11,20,0,66.3,5585,346
Array,1697,1000,10308,12335,1.20,2,1798,11,31,0,78.9,5905,366
Array,1704,1000,10422,12384,1.19,7,1805,12,31,0,68.1,5608,348
Array,1707,1000,10674,12405,1.16,3,1808,10,29,0,62.8,5819,361
Array,1713,1000,2431,12447,5.12,2,1814,12,35,0,88.6,5877,364
Array,1720,1000,10644,12496,1.17,2,1821,12,32,0,56.6,4774,296
Array,1725,1000,10933,12531,1.15,5,1826,12,35,0,69.5,6086,377
Array,1733,1000,10556,12587,1.19,9,1834,12,23,0,72.4,5662,351
Array,1738,1000,10432,12622,1.21,5,1839,11,35,0,88.4,6168,382
Array,1745,1000,10998,12671,1.15,6,1846,11,32,0,69.3,5748,356
Array,1750,1000,11095,12706,1.15,8,1851,11,40,0,63.2,5854,363
Array,1756,1000,10944,12748,1.16,5,1857,11,32,0,70.6,6063,376
Array,1763,1000,10792,12797,1.19,5,1864,12,37,0,68.1,5568,345
Array,1769,1000,10999,12839,1.17,2,1870,12,28,0,69.4,6092,378
Array,1775,1000,10720,12881,1.20,3,1876,11,31,0,72.4,5491,340
Array,1780,1000,10868,12916,1.19,2,1881,12,32,0,77.5,6167,382
Array,1788,1000,10798,12972,1.20,6,1889,12,32,0,76.5,6152,381
Array,1792,1000,11419,13000,1.14,6,1893,11,40,0,50.8,5413,336
Array,1799,1000,11522,13049,1.13,5,1900,12,41,0,57.6,5839,362
Array,1805,1000,11068,13091,1.18,3,1906,11,32,0,64.4,5678,352
Array,1809,1000,10879,13119,1.21,4,1910,12,33,0,85.4,6195,384
Array,1817,1000,11338,13175,1.16,4,1918,12,30,0,70.9,6472,401
Array,1822,1000,11345,13210,1.16,5,1923,12,118,0,73.8,5834,362
Array,1829,1000,11746,13259,1.13,12,1930,12,119,0,66.1,6627,411
Array,1834,1000,11380,13294,1.17,2,1935,11,38,0,62.6,6024,373
Array,1841,1000,11292,13343,1.18,0,1942,12,37,0,71.5,6329,392
Array,1844,1000,11001,13364,1.21,4,1945,12,36,0,85.3,6118,379
Array,1852,1000,11540,13420,1.16,3,1953,11,40,0,56.2,5765,357
Array,1859,1000,11252,13469,1.20,2,1960,13,39,0,78.4,5982,371
Array,1864,1000,11840,13504,1.14,5,1965,12,44,0,70.1,6730,417
Array,1872,1000,11801,13560,1.15,7,1973,12,41,0,59.0,5763,357
Array,1875,1000,11431,13581,1.19,7,1976,12,35,0,77.5,6897,427
Array,1880,1000,11901,13616,1.14,7,1981,12,63,0,69.7,6427,398
Array,1888,1000,11703,13672,1.17,16,1989,4,70,0,72.9,5998,372
Array,1894,1000,11840,13714,1.16,11,1995,12,40,0,58.6,5686,352
Array,1898,1000,11994,13742,1.15,14,1999,11,46,0,65.9,6331,392
Array,1908,1000,12166,13812,1.14,11,2009,12,50,0,67.7,6929,429
Array,1911,1000,11495,13833,1.20,6,2012,12,60,0,84.4,6522,404
Array,1919,1000,11574,13889,1.20,4,2020,12,43,0,77.2,6742,418
Array,1923,1000,11470,13917,1.21,5,2024,12,49,0,82.9,6315,391
Array,1929,1000,12237,13959,1.14,8,2030,11,134,0,63.4,6225,386
Array,1938,1000,11964,14022,1.17,10,2039,10,45,0,77.5,6784,420
Array,1943,1000,12127,14057,1.16,8,2044,12,44,0,64.3,6255,388
Array,1948,1000,11569,14092,1.22,3,2049,11,122,0,80.5,6178,383
Array,1954,1000,12056,14134,1.17,9,2055,11,125,0,70.6,6330,392
Array,1958,1000,12207,14162,1.16,4,2059,12,104,0,64.4,6731,417
Array,1965,1000,1495,14211,9.51,9,2066,12,76,0,110.0,7682,476
Array,1970,1000,12369,14246,1.15,5,2071,11,123,0,59.6,6181,383
Array,1976,1000,11865,14288,1.20,4,2077,12,32,0,66.6,6051,375
Array,1984,1000,11959,14344,1.20,2,2085,12,39,0,60.5,6039,374
Array,1990,1000,12164,14386,1.18,3,2091,12,42,0,57.8,5906,366
Array,1996,1000,12248,14428,1.18,6,39,12,48,0,74.0,6518,404
Array,2004,1000,12034,14484,1.20,2,2105,12,38,0,73.8,6729,417
Array,2008,1000,4251,14512,3.41,4,2109,12,44,0,87.9,6672,414
Array,2012,1000,12084,14540,1.20,6,2113,10,29,0,69.1,6594,409
Array,2018,1000,12025,14582,1.21,3,2119,11,40,0,73.5,6361,394
Array,2026,1000,12032,14638,1.22,1,2127,12,37,0,76.3,5715,354
Array,2031,1000,1744,14673,8.41,1,2132,11,40,0,96.6,7218,447
Array,2037,1000,12459,14715,1.18,0,2098,11,38,0,54.7,6106,378
Array,2044,1000,12375,14764,1.19,1,2145,11,41,0,64.3,6201,384
Array,2048,1000,12134,14792,1.22,3,2149,12,53,0,82.8,6393,396
Array,2058,1000,12691,14862,1.17,8,2159,12,50,0,57.9,6560,407
Array,2060,1000,12236,14876,1.22,1,2161,12,43,0,77.2,7262,450
Array,2070,1000,12348,14946,1.21,14,2171,12,54,0,85.8,7159,444
Array,2072,1000,12718,14960,1.18,14,2124,10,66,0,69.2,6949,431
Array,2081,1000,12784,15023,1.18,15,2182,11,55,0,73.9,6947,431
Array,2088,1000,12632,15072,1.19,12,2189,11,58,0,77.1,7225,448
Array,2091,1000,12652,15093,1.19,9,2192,12,50,0,76.9,6458,400
Array,2098,1000,12880,15142,1.18,15,2199,12,134,0,82.9,7193,446
Array,2102,1000,13172,15170,1.15,7,2203,12,48,0,63.1,6957,431
Array,2112,1000,13212,15240,1.15,19,2213,11,46,0,61.2,6539,405
Array,2115,1000,12825,15261,1.19,11,2216,8,56,0,78.4,6917,429
Array,2124,1000,12768,15324,1.20,10,2225,12,133,0,79.8,7023,435
Array,2127,1000,12864,15345,1.19,12,2228,11,61,0,84.0,7892,489
Array,2133,1000,13065,15387,1.18,6,2234,11,54,0,56.2,6411,397
Array,2141,1000,12734,15443,1.21,1,2242,12,46,0,72.3,6251,387
Array,2148,1000,12879,15492,1.20,5,2249,11,42,0,81.0,7904,490
Array,2151,1000,1749,15513,8.87,7,2252,12,53,0,97.4,7318,454
Array,2160,1000,13511,15576,1.15,15,2261,11,33,0,60.6,6563,407
Array,2165,1000,13479,15611,1.16,19,2266,11,42,0,61.3,6260,388
Array,2170,1000,12833,15646,1.22,9,2271,12,67,0,82.5,6676,414
Array,2177,1000,13871,15695,1.13,12,2278,12,49,0,49.8,5903,366
Array,2181,1000,13421,15723,1.17,6,2282,12,45,0,73.8,6662,413
Array,2190,1000,12921,15786,1.22,11,2291,11,75,0,85.5,7083,439
Array,2195,1000,13446,15821,1.18,16,2296,12,48,0,74.5,7173,445
Array,2201,1000,13305,15863,1.19,14,2302,12,45,0,74.1,7246,449
Array,2204,1000,13297,15884,1.19,11,2305,12,48,0,90.3,8158,506
Array,2210,1000,13629,15926,1.17,16,2311,11,34,0,52.7,5918,367
Array,2220,1000,13689,15996,1.17,9,2321,11,48,0,59.0,6420,398
Array,2223,1000,13620,16017,1.18,9,2324,12,137,0,70.4,6818,423
Array,2231,1000,13694,16073,1.17,8,2332,11,51,0,61.9,6340,393
Array,2237,1000,13820,16115,1.17,10,2338,10,48,0,50.9,5913,367
Array,2242,1000,13563,16150,1.19,11,2343,12,53,0,78.6,7291,452
Array,2249,1000,13655,16199,1.19,8,2350,12,33,0,63.9,6631,411
Array,2256,1000,13709,16248,1.19,6,2357,12,48,0,73.5,7104,440
Array,2260,1000,13424,16276,1.21,6,2361,12,44,0,72.6,7226,448
Array,2266,1000,14137,16318,1.15,10,2367,11,67,0,66.1,7070,438
Array,2273,1000,13840,16367,1.18,15,2374,11,64,0,73.6,7196,446
Array,2278,1000,14127,16402,1.16,11,2379,11,62,0,59.4,6795,421
Array,2283,1000,14126,16437,1.16,13,2384,12,71,0,66.0,7106,440
Array,2292,1000,14121,16500,1.17,13,2393,11,48,0,54.4,6526,404
Array,2295,1000,14077,16521,1.17,13,2396,12,50,0,64.1,6609,410
Array,2301,1000,14397,16563,1.15,15,2402,11,94,0,52.0,6193,384
Array,2308,1000,14152,16612,1.17,13,2409,12,153,0,71.7,7188,446
Array,2316,1000,14176,16668,1.18,24,2417,12,139,0,68.4,6939,430
Array,2320,1000,14698,16696,1.14,30,2421,5,148,0,65.0,8550,530
Array,2327,1000,14315,16745,1.17,17,2428,12,150,0,73.0,7488,464
Array,2334,1000,14580,16794,1.15,12,2435,11,151,0,58.5,7098,440
Array,2340,1000,14592,16836,1.15,19,2441,11,145,0,63.8,7955,493
Array,2342,1000,14482,16850,1.16,26,2443,11,86,0,72.6,7423,460
Array,2352,1000,14427,16920,1.17,17,2453,11,150,0,70.8,7720,479
Array,2354,1000,14586,16934,1.16,19,2455,12,47,0,64.4,7805,484
Array,2364,1000,14204,17004,1.20,11,2465,12,61,0,78.0,8269,513
Array,2366,1000,14365,17018,1.18,16,2467,12,63,0,72.1,7710,478
Array,2374,1000,14087,17074,1.21,17,2475,12,60,0,82.4,7819,485
Array,2380,1000,13934,17116,1.23,13,2481,12,54,0,87.2,7798,483
Array,2384,1000,14509,17144,1.18,15,2485,12,57,0,61.6,7139,442
Array,2391,1000,14289,17193,1.20,12,2492,11,59,0,72.7,7535,467
Array,2398,1000,14828,17242,1.16,14,2499,11,55,0,53.9,6578,408
Array,2403,1000,2013,17277,8.58,31,2504,12,66,0,95.0,7969,494
Array,2410,1000,14800,17326,1.17,17,2511,11,75,0,74.8,8490,526
Array,2417,1000,14857,17375,1.17,24,2518,11,52,0,64.6,7494,465
Array,2422,1000,3544,17410,4.91,17,2523,11,64,0,94.2,8871,550
Array,2430,1000,15118,17466,1.16,20,2531,11,78,0,54.5,6803,422
Array,2435,1000,14953,17501,1.17,16,2536,12,70,0,59.8,7708,478
Array,2439,1000,14730,17529,1.19,3,2540,12,43,0,48.3,6429,398
Array,2447,1000,14768,17585,1.19,9,2548,12,77,0,65.5,7287,452
Array,2452,1000,14541,17620,1.21,16,2553,11,9,0,72.5,7461,462
Array,2459,1000,14496,17669,1.22,24,2560,12,58,0,78.1,7548,468
Array,2464,1000,2515,17704,7.04,11,2565,12,65,0,91.5,7694,477
Array,2472,1000,14949,17760,1.19,13,2573,11,57,0,74.3,8376,519
Array,2476,1000,15104,17788,1.18,18,2577,11,63,0,68.6,7833,486
Array,2482,1000,15231,17830,1.17,10,2583,12,75,0,59.0,8246,511
Array,2486,1000,14756,17858,1.21,4,2587,12,62,0,66.8,7542,467
Array,2493,1000,14609,17907,1.23,6,2594,12,56,0,75.3,7634,473
Array,2499,1000,15174,17949,1.18,20,2600,12,0,0,57.3,7165,444
Array,2506,1000,14895,17998,1.21,10,2607,12,66,0,75.1,8469,525
Array,2510,1000,14947,18026,1.21,19,2611,12,68,0,88.8,8739,542
Array,2518,1000,15083,18082,1.20,17,2619,12,74,0,75.9,8252,511
Array,2524,1000,15159,18124,1.20,4,2625,12,56,0,81.5,8958,555
Array,2530,1000,15027,18166,1.21,8,2631,11,56,0,71.8,8096,502
Array,2534,1000,15109,18194,1.20,7,2635,12,56,0,61.8,7844,486
Array,2542,1000,15103,18250,1.21,5,2643,12,62,0,69.6,8189,508
Array,2549,1000,15108,18299,1.21,6,2650,12,64,0,79.0,8152,505
Array,2554,1000,15347,18334,1.19,16,2655,11,167,0,79.7,8832,547
Array,2560,1000,15339,18376,1.20,9,2661,12,65,0,75.4,8202,508
Array,2567,1000,15442,18425,1.19,5,2668,12,62,0,53.7,7271,451
Array,2574,1000,15607,18474,1.18,2,2675,11,46,0,53.0,7067,438
Array,2578,1000,15509,18502,1.19,6,2679,12,63,0,67.1,7984,495
Array,2586,1000,15325,18558,1.21,17,2687,12,72,0,80.4,8339,517
Array,2590,1000,15634,18586,1.19,21,2691,12,90,0,80.1,9032,560
Array,2598,1000,15635,18642,1.19,17,2699,12,66,0,67.7,8257,512
Array,2603,1000,16055,18677,1.16,18,2704,12,59,0,54.9,7812,484
Array,2607,1000,15940,18705,1.17,18,2708,12,73,0,69.4,8823,547
Array,2616,1000,15769,18768,1.19,18,2717,12,66,0,71.0,8809,546
Array,2620,1000,16031,18796,1.17,14,2721,10,178,0,79.5,9604,595
Array,2627,1000,15953,18845,1.18,14,2728,12,157,0,80.4,9748,604
Array,2631,1000,15580,18873,1.21,11,2732,11,71,0,83.7,9115,565
Array,2636,1000,16226,18908,1.17,12,2737,12,68,0,55.6,7962,494
Array,2646,1000,15717,18978,1.21,13,2747,12,75,0,70.8,8145,505
Array,2650,1000,15832,19006,1.20,7,2751,12,63,0,62.2,8246,511
Array,2656,1000,15816,19048,1.20,9,2757,11,68,0,64.8,8163,506
Array,2661,1000,15551,19083,1.23,12,2762,11,67,0,89.2,9341,579
Array,2669,1000,16034,19139,1.19,6,2770,12,0,0,61.7,8491,526
Array,2672,1000,15805,19160,1.21,6,2773,12,61,0,65.3,8486,526
Array,2680,1000,15546,19216,1.24,7,2781,12,70,0,87.3,8481,526
Array,2687,1000,16194,19265,1.19,8,2788,12,59,0,65.2,8688,538
Array,2694,1000,15713,19314,1.23,4,2795,12,72,0,81.8,9435,585
Array,2698,1000,15890,19342,1.22,7,2799,12,53,0,64.1,7581,470
Array,2703,1000,16143,19377,1.20,3,2804,12,70,0,65.5,8718,540
Array,2710,1000,16156,19426,1.20,10,2811,11,60,0,67.4,9142,567
Array,2715,1000,16181,19461,1.20,4,2816,11,68,0,81.1,9208,571
Array,2723,1000,15906,19517,1.23,4,2824,11,61,0,79.4,8849,548
Array,2728,1000,16237,19552,1.20,4,2829,11,43,0,72.6,9058,561
Array,2733,1000,16072,19587,1.22,5,2834,11,66,0,84.2,9530,591
Array,2742,1000,16447,19650,1.19,13,2843,11,45,0,59.9,7848,486
Array,2746,1000,16771,19678,1.17,15,2847,11,65,0,58.5,7770,482
Array,2750,1000,16531,19706,1.19,18,2851,11,68,0,68.0,8241,511
Array,2758,1000,16003,19762,1.23,5,2859,12,65,0,72.5,8260,512
Array,2762,1000,16344,19790,1.21,2,2863,11,78,0,84.6,10061,624
Array,2772,1000,16244,19860,1.22,3,2873,12,68,0,83.7,9433,585
Array,2776,1000,16418,19888,1.21,7,2877,12,74,0,85.3,8638,535
Array,2782,1000,16772,19930,1.19,14,2883,11,67,0,66.8,8461,524
Array,2789,1000,1740,19979,11.48,10,2890,11,60,0,100.0,9777,606
Array,2795,1000,16295,20021,1.23,2,2896,11,64,0,72.3,9001,558
Array,2800,1000,1360,20056,14.75,2,2901,12,61,0,111.0,9916,615
Array,2806,1000,16396,20098,1.23,7,2907,12,182,0,75.0,8732,541
Array,2810,1000,16673,20126,1.21,17,2911,11,185,0,80.2,9786,607
Array,2819,1000,16764,20189,1.20,26,2920,11,171,0,72.1,9830,609
Array,2823,1000,16287,20217,1.24,9,2924,11,67,0,92.4,9669,599
Array,2831,1000,16841,20273,1.20,2,2932,11,72,0,72.0,9362,580
Array,2837,1000,17310,20315,1.17,31,2938,12,186,0,69.5,9800,607
Array,2844,1000,17029,20364,1.20,9,2945,11,177,0,60.7,8492,526
Array,2846,1000,17288,20378,1.18,7,2947,12,186,0,75.6,9771,606
Array,2852,1000,17260,20420,1.18,3,2953,12,184,0,70.1,9110,565
Array,2860,1000,17342,20476,1.18,10,2961,10,178,0,65.7,8445,523
Array,2867,1000,17103,20525,1.20,10,2968,11,174,0,73.2,9432,585
Array,2870,1000,17301,20546,1.19,11,2971,12,72,0,58.4,8774,544
Array,2876,1000,17032,20588,1.21,14,2977,11,77,0,60.5,8779,544
Array,2883,1000,17117,20637,1.21,4,2984,11,83,0,69.5,9186,569
Array,2888,1000,17523,20672,1.18,19,2989,12,78,0,70.9,9776,606
Array,2896,1000,17401,20728,1.19,13,2997,12,65,0,71.7,9531,591
Array,2902,1000,17359,20770,1.20,14,3003,11,79,0,73.4,9865,611
Array,2906,1000,16860,20798,1.23,7,3007,11,76,0,81.7,9722,603
Array,2914,1000,17661,20854,1.18,16,3015,11,79,0,58.2,8662,537
Array,2921,1000,17459,20903,1.20,10,3022,11,80,0,67.3,9296,576
Array,2928,1000,17204,20952,1.22,12,3029,12,65,0,73.7,9125,566
Array,2932,1000,17102,20980,1.23,9,3033,13,71,0,77.0,9077,563
Array,2938,1000,17264,21022,1.22,2,3039,12,81,0,83.7,9448,586
Array,2943,1000,17031,21057,1.24,9,3044,12,72,0,78.3,9261,574
Array,2952,1000,17929,21120,1.18,11,3053,12,68,0,52.9,8649,536
Array,2956,1000,17474,21148,1.21,10,3057,12,71,0,68.3,9174,569
Array,2962,1000,17207,21190,1.23,4,3063,11,54,0,63.9,9355,580
Array,2966,1000,17012,21218,1.25,4,3067,11,73,0,91.0,10064,624
Array,2974,1000,17552,21274,1.21,6,3075,12,57,0,66.7,9529,591
Array,2980,1000,17499,21316,1.22,8,3081,12,80,0,75.7,9897,613
Array,2986,1000,17727,21358,1.20,7,3087,12,78,0,57.4,8699,539
Array,2990,1000,17662,21386,1.21,9,3091,10,76,0,74.8,9054,561
Array,2998,1000,17675,21442,1.21,3,3099,12,65,0,78.6,9958,617
Array,3004,1000,17813,21484,1.21,4,3105,10,70,0,61.6,9261,574
Array,3009,1000,17411,21519,1.24,6,3110,12,84,0,86.0,9482,588
Array,3016,1000,17424,21568,1.24,6,3117,12,75,0,91.7,10797,669
Array,3022,1000,17759,21610,1.22,4,3123,12,68,0,83.7,9364,580
Array,3030,1000,17879,21666,1.21,4,3131,11,73,0,73.9,9436,585
Array,3032,1000,17827,21680,1.22,4,3133,11,78,0,70.6,9127,566
Array,3038,1000,17743,21722,1.22,7,3139,11,86,0,64.7,8723,541
Array,3046,1000,17599,21778,1.24,8,3147,12,82,0,88.7,10393,644
Array,3051,1000,17582,21813,1.24,1,3152,12,83,0,81.8,9522,590
Array,3060,1000,18062,21876,1.21,6,3161,12,91,0,78.3,9564,593
Array,3063,1000,17836,21897,1.23,14,3164,12,96,0,85.6,9860,611
Array,3068,1000,18107,21932,1.21,15,3169,12,74,0,76.5,9601,595
Array,3076,1000,17705,21988,1.24,20,3177,12,90,0,88.9,9807,608
Array,3080,1000,18483,22016,1.19,15,26,12,88,0,54.6,8990,557
Array,3090,1000,18172,22086,1.22,12,3191,12,84,0,89.3,11174,693
Array,3092,1000,18176,22100,1.22,6,3193,12,86,0,69.0,10031,622
Array,3102,1000,18079,22170,1.23,6,3203,12,78,0,81.1,10657,661
Array,3107,1000,17881,22205,1.24,3,3208,12,72,0,73.7,9129,566
Array,3111,1000,1689,22233,13.16,6,3212,11,77,0,105.2,11022,683
Array,3116,1000,18197,22268,1.22,5,3217,11,81,0,69.0,10044,623
